DIRECTORIO;NRO_ENCUESTA;SECUENCIA_ENCUESTA;SECUENCIA_P;ORDEN;DEPMUNI;CIUDADES28;Clase;FEX_C;P1987;P1988;P1988S1;P1989;P1990
702670;235;1;1;1;17001;1;Cabecera;85.725407493;2;1;4;1;1
702671;235;1;1;1;17001;1;Cabecera;66.648961027;2;1;4;1;1
702672;235;1;1;1;17001;1;Cabecera;71.474436774;2;1;4;2;1
702673;235;1;1;1;17001;1;Cabecera;84.206762621;2;1;4;2;1
702674;235;1;1;1;17001;1;Cabecera;109.4717865;2;1;4;2;1
702675;235;1;1;1;17001;1;Cabecera;58.269721026;2;1;4;1;1
702676;235;1;1;1;17001;1;Cabecera;69.701527404;2;1;4;2;1
702677;235;1;1;1;17001;1;Cabecera;70.003951158;2;1;4;1;1
702678;235;1;1;1;17001;1;Cabecera;61.316462481;2;1;4;1;1
702679;235;1;1;1;17001;1;Cabecera;113.08534311;2;1;6;1;1
702680;235;1;1;1;17001;1;Cabecera;169.96540286;2;1;6;1;1
702681;235;1;1;1;17001;1;Cabecera;116.47685993;2;1;6;2;1
702682;235;1;1;1;17001;1;Cabecera;99.923124044;2;1;6;1;1
702683;235;1;1;1;17001;1;Cabecera;113.08534311;2;1;6;1;1
702684;235;1;1;1;17001;1;Cabecera;98.349580707;2;1;6;1;1
702685;235;1;1;1;17001;1;Cabecera;95.953233778;2;1;6;2;1
702686;235;1;1;1;17001;1;Cabecera;87.727273978;2;1;6;1;1
702687;235;1;1;1;17001;1;Cabecera;84.003478865;1;1;6;2;1
702688;235;1;1;1;17001;1;Cabecera;84.814007335;2;1;6;1;1
702689;235;1;1;1;17001;1;Cabecera;87.357644945;1;1;6;1;1
702690;235;1;1;1;17001;1;Cabecera;87.357644945;2;1;6;1;1
702691;235;1;1;1;17001;1;Cabecera;102.91937654;2;1;6;1;1
702692;235;1;1;1;17001;1;Cabecera;62.897504361;2;1;4;2;1
702693;235;1;1;1;17001;1;Cabecera;53.108773582;2;1;4;1;1
702694;235;1;1;1;17001;1;Cabecera;61.332218185;2;1;4;2;1
702695;235;1;1;1;17001;1;Cabecera;53.077229819;2;1;4;2;1
702696;235;1;1;1;17001;1;Cabecera;64.660068086;2;1;4;2;1
702697;235;1;1;1;17001;1;Cabecera;53.077229819;2;1;4;2;1
702698;235;1;1;1;17001;1;Cabecera;64.660068086;2;1;5;2;1
702699;235;1;1;1;17001;1;Cabecera;61.066085281;2;1;4;1;1
702700;235;1;1;1;17001;1;Cabecera;58.3849528;2;1;4;2;1
702701;235;1;1;1;17001;1;Cabecera;55.514622983;2;1;4;1;1
702702;235;1;1;1;17001;1;Cabecera;55.761221923;2;1;4;2;1
702703;235;1;1;1;17001;1;Cabecera;53.077229819;2;1;4;2;1
702704;235;1;1;1;17001;1;Cabecera;85.305899437;2;1;5;2;1
702705;235;1;1;1;17001;1;Cabecera;66.551458678;2;1;5;2;1
702706;235;1;1;1;17001;1;Cabecera;86.255640163;2;1;4;2;1
702707;235;1;1;1;17001;1;Cabecera;89.744356034;2;1;4;2;1
702708;235;1;1;1;17001;1;Cabecera;82.103839876;2;1;4;1;1
702709;235;1;1;1;17001;1;Cabecera;60.453946561;2;1;5;1;1
702710;235;1;1;1;17001;1;Cabecera;70.049402202;2;1;5;2;1
702711;235;1;1;1;17001;1;Cabecera;55.761221923;2;1;5;2;1
702712;235;1;1;1;17001;1;Cabecera;100.02104282;2;1;4;2;1
702713;235;1;1;1;17001;1;Cabecera;100.02104282;2;1;5;2;1
702714;235;1;1;1;17001;1;Cabecera;84.679272956;2;1;4;1;1
702715;235;1;1;1;17001;1;Cabecera;109.4717865;2;1;4;1;1
702716;235;1;1;1;17001;1;Cabecera;62.897504361;2;1;4;1;1
702717;235;1;1;1;17001;1;Cabecera;62.897504361;1;1;4;1;1
702718;235;1;1;1;17001;1;Cabecera;66.970867912;2;1;4;1;1
702719;235;1;1;1;17001;1;Cabecera;53.319168822;2;1;5;2;1
702720;235;1;1;1;17001;1;Cabecera;109.4717865;2;1;4;1;1
702721;235;1;1;1;17001;1;Cabecera;100.02104282;2;1;4;2;1
702722;235;1;1;1;17001;1;Cabecera;48.280703256;2;1;3;1;1
702723;235;1;1;1;17001;1;Cabecera;44.178383656;2;1;4;2;1
702724;235;1;1;1;17001;1;Cabecera;51.555100398;2;1;3;4;1
702725;235;1;1;1;17001;1;Cabecera;64.660068086;2;1;4;2;1
702726;235;1;1;1;17001;1;Cabecera;85.874182427;2;1;4;1;1
702727;235;1;1;1;17001;1;Cabecera;85.190755716;2;1;6;2;1
702728;235;1;1;1;17001;1;Cabecera;127.78613357;2;1;4;2;1
702729;235;1;1;1;17001;1;Cabecera;53.319168822;2;1;5;2;1
702730;235;1;1;1;17001;1;Cabecera;55.514622983;2;1;5;1;1
702731;235;1;1;1;17001;1;Cabecera;70.049402202;2;1;5;2;1
702732;235;1;1;1;23001;1;Cabecera;77.085599487;2;1;5;1;1
702733;235;1;1;1;23001;1;Cabecera;62.928398093;2;1;4;2;1
702736;235;1;1;1;23001;1;Cabecera;47.073812416;2;1;5;2;1
702738;235;1;1;1;23001;1;Cabecera;39.172835548;2;1;5;1;1
702740;235;1;1;1;23001;1;Cabecera;100.13362311;2;1;3;1;1
702741;235;1;1;1;23001;1;Cabecera;64.983574929;2;1;3;3;1
702742;235;1;1;1;23001;1;Cabecera;58.759253323;2;1;3;1;1
702743;235;1;1;1;23001;1;Cabecera;78.676874835;2;1;5;1;1
702744;235;1;1;1;23001;1;Cabecera;69.371806953;2;1;4;2;1
702745;235;1;1;1;23001;1;Cabecera;56.871367775;2;1;3;1;1
702746;235;1;1;1;23001;1;Cabecera;60.258638599;2;1;4;2;1
702748;235;1;1;1;23001;1;Cabecera;38.627550467;2;1;5;1;1
702750;235;1;1;1;23001;1;Cabecera;77.988593972;2;1;5;2;1
702751;235;1;1;1;23001;1;Cabecera;92.408719101;2;2;;2;1
702752;235;1;1;1;23001;1;Cabecera;58.374101343;2;1;5;1;1
702753;235;1;1;1;23001;1;Cabecera;81.324382179;2;1;5;2;1
702758;235;1;1;1;23001;1;Cabecera;81.562571681;2;2;;2;1
702759;235;1;1;1;23001;1;Cabecera;73.191943961;2;1;3;2;1
702761;235;1;1;1;76001;1;Cabecera;568.1663642;2;1;3;1;1
702762;235;1;1;1;76001;1;Cabecera;590.28257034;2;1;3;1;1
702763;235;1;1;1;76001;1;Cabecera;654.45731996;2;1;1;2;1
702764;235;1;1;1;76001;1;Cabecera;419.37710838;1;1;1;1;1
702765;235;1;1;1;76001;1;Cabecera;536.91721417;2;1;1;1;1
702766;235;1;1;1;76001;1;Cabecera;423.03818045;1;1;1;4;1
702767;235;1;1;1;76001;1;Cabecera;495.83735909;1;1;1;1;1
702768;235;1;1;1;76001;1;Cabecera;537.06222528;2;1;2;1;1
702769;235;1;1;1;76001;1;Cabecera;198.65911558;1;1;1;1;1
702770;235;1;1;1;76001;1;Cabecera;1067.624224;1;1;2;1;1
702771;235;1;1;1;76001;1;Cabecera;702.52292318;1;1;3;1;1
702772;235;1;1;1;76001;1;Cabecera;646.15298979;1;1;3;1;1
702773;235;1;1;1;76001;1;Cabecera;638.65720289;2;1;4;2;1
702774;235;1;1;1;76001;1;Cabecera;286.35584756;2;1;1;2;1
702775;235;1;1;1;76001;1;Cabecera;288.30841933;1;1;1;2;1
702776;235;1;1;1;76001;1;Cabecera;524.22138548;2;1;5;1;1
702777;235;1;1;1;76001;1;Cabecera;849.02952459;2;1;3;2;1
702781;235;1;1;1;76001;1;Cabecera;552.74829082;1;1;2;1;1
702782;235;1;1;1;76001;1;Cabecera;396.41708434;1;1;2;2;1
702783;235;1;1;1;76001;1;Cabecera;369.03735278;2;1;4;1;1
702784;235;1;1;1;76001;1;Cabecera;251.16456101;2;1;4;1;1
702785;235;1;1;1;76001;1;Cabecera;391.64636861;2;1;4;2;1
702786;235;1;1;1;76001;1;Cabecera;313.28629808;2;1;4;1;1
702787;235;1;1;1;76001;1;Cabecera;411.17467971;2;1;4;1;1
702788;235;1;1;1;76001;1;Cabecera;279.58473892;2;1;4;1;1
702789;235;1;1;1;76001;1;Cabecera;279.58473892;2;1;4;2;1
702790;235;1;1;1;76001;1;Cabecera;371.47806749;2;1;4;1;1
702791;235;1;1;1;76001;1;Cabecera;363.31656456;2;1;3;2;1
702792;235;1;1;1;76001;1;Cabecera;411.9099498;2;1;3;1;1
702793;235;1;1;1;76001;1;Cabecera;565.30304465;2;1;3;1;1
702794;235;1;1;1;76001;1;Cabecera;821.67064202;2;1;3;3;1
702795;235;1;1;1;76001;1;Cabecera;374.74387133;2;1;2;1;1
702796;235;1;1;1;76001;1;Cabecera;380.97651669;2;1;2;2;1
702797;235;1;1;1;76001;1;Cabecera;587.4118089;2;1;4;2;1
702798;235;1;1;1;76001;1;Cabecera;638.65720289;2;1;3;1;1
702799;235;1;1;1;76001;1;Cabecera;524.22138548;2;1;3;2;1
702800;235;1;1;1;76001;1;Cabecera;601.39883962;1;1;1;1;1
702801;235;1;1;1;76001;1;Cabecera;313.63711706;1;1;1;1;1
702802;235;1;1;1;76001;1;Cabecera;200.93164881;1;1;1;1;1
702803;235;1;1;1;76001;1;Cabecera;376.00515131;1;1;1;3;1
702804;235;1;1;1;76001;1;Cabecera;494.25511853;1;1;1;1;1
702805;235;1;1;1;76001;1;Cabecera;409.57226983;1;1;1;4;1
702806;235;1;1;1;76001;1;Cabecera;510.92576231;1;1;1;4;1
702807;235;1;1;1;76001;1;Cabecera;541.17821398;1;1;1;1;1
702808;235;1;1;1;76001;1;Cabecera;510.92576231;2;1;6;1;1
702809;235;1;1;1;76001;1;Cabecera;507.26469023;2;1;6;1;1
702810;235;1;1;1;76001;1;Cabecera;557.81702898;2;1;6;2;1
702811;235;1;1;1;00000;1;Cabecera;2140.4922529;1;1;2;1;1
702812;235;1;1;1;00000;1;Cabecera;1168.9515518;1;1;2;1;1
702814;235;1;1;1;00000;1;Cabecera;1763.9215311;1;1;2;1;1
702815;235;1;1;1;00000;1;Cabecera;949.0394856;1;1;2;3;1
702816;235;1;1;1;00000;1;Cabecera;639.60236898;1;1;2;1;1
702817;235;1;1;1;00000;1;Cabecera;714.11086033;1;1;2;1;1
702818;235;1;1;1;00000;1;Cabecera;729.35053708;2;1;2;2;1
702819;235;1;1;1;00000;1;Cabecera;714.11086033;2;1;2;2;1
702820;235;1;1;1;00000;1;Cabecera;714.11086033;1;1;2;1;1
702821;235;1;1;1;00000;1;Cabecera;494.63825652;1;1;4;1;1
702822;235;1;1;1;00000;1;Cabecera;1733.7987249;2;1;4;2;1
702823;235;1;1;1;00000;1;Cabecera;503.25938262;1;1;4;2;1
702824;235;1;1;1;00000;1;Cabecera;494.63825652;1;1;4;2;1
702825;235;1;1;1;00000;1;Cabecera;665.94434928;1;2;;1;1
702826;235;1;1;1;00000;1;Cabecera;578.42979687;1;1;4;1;1
702827;235;1;1;1;00000;1;Cabecera;620.85555293;1;1;4;1;1
702828;235;1;1;1;00000;1;Cabecera;503.25938262;2;1;4;1;1
702829;235;1;1;1;00000;1;Cabecera;654.11616042;2;1;4;1;1
702830;235;1;1;1;00000;1;Cabecera;946.85075696;1;1;4;2;1
702832;235;1;1;1;17001;1;Cabecera;69.393278729;2;1;4;1;1
702833;235;1;1;1;17001;1;Cabecera;87.237264688;2;1;3;2;1
702834;235;1;1;1;17001;1;Cabecera;89.240259747;1;1;3;2;1
702835;235;1;1;1;17001;1;Cabecera;76.671680145;1;1;3;2;1
702836;235;1;1;1;17001;1;Cabecera;79.037869236;2;1;3;2;1
702837;235;1;1;1;17001;1;Cabecera;93.511255169;2;1;4;2;1
702838;235;1;1;1;17001;1;Cabecera;79.691772591;2;1;4;2;1
702839;235;1;1;1;17001;1;Cabecera;98.033339743;2;1;4;1;1
702840;235;1;1;1;17001;1;Cabecera;111.95807695;2;1;4;2;1
702841;235;1;1;1;17001;1;Cabecera;84.91303166;1;1;2;1;1
702842;235;1;1;1;17001;1;Cabecera;78.621880451;1;1;2;1;1
702843;235;1;1;1;17001;1;Cabecera;94.609336458;1;1;2;2;1
702844;235;1;1;1;17001;1;Cabecera;95.699163537;1;1;2;1;1
702845;235;1;1;1;17001;1;Cabecera;74.578752191;1;1;2;1;1
702846;235;1;1;1;17001;1;Cabecera;80.023095746;1;1;2;1;1
702847;235;1;1;1;17001;1;Cabecera;76.332606602;1;1;2;1;1
702848;235;1;1;1;17001;1;Cabecera;160.52988005;2;1;3;1;1
702849;235;1;1;1;17001;1;Cabecera;127.78613357;2;1;3;1;1
702850;235;1;1;1;17001;1;Cabecera;166.72962215;2;1;3;1;1
702851;235;1;1;1;17001;1;Cabecera;152.51375947;2;1;3;2;1
702852;235;1;1;1;17001;1;Cabecera;101.24212921;2;1;3;1;1
702853;235;1;1;1;17001;1;Cabecera;126.0052183;2;1;3;2;1
702854;235;1;1;1;17001;1;Cabecera;127.221011;2;1;3;1;1
702855;235;1;1;1;76001;1;Cabecera;718.57670061;2;1;3;2;1
702857;235;1;1;1;76001;1;Cabecera;582.91993989;2;1;3;1;1
702858;235;1;1;1;76001;1;Cabecera;381.25191671;1;1;3;2;1
702859;235;1;1;1;76001;1;Cabecera;380.8572838;1;1;3;1;1
702860;235;1;1;1;76001;1;Cabecera;461.1497184;1;1;3;1;1
702861;235;1;1;1;76001;1;Cabecera;465.02335458;1;1;3;2;1
702862;235;1;1;1;76001;1;Cabecera;381.25191671;2;1;3;2;1
702863;235;1;1;1;76001;1;Cabecera;501.25807693;2;1;2;2;1
702864;235;1;1;1;76001;1;Cabecera;477.42397737;1;1;2;1;1
702865;235;1;1;1;76001;1;Cabecera;1233.3203893;1;1;3;3;1
702866;235;1;1;1;76001;1;Cabecera;1004.911105;1;1;3;1;1
702867;235;1;1;1;76001;1;Cabecera;201.36945597;1;1;3;1;1
702868;235;1;1;1;76001;1;Cabecera;696.52137655;2;1;3;1;1
702869;235;1;1;1;76001;1;Cabecera;219.69827181;1;1;1;3;1
702870;235;1;1;1;76001;1;Cabecera;469.92944712;1;1;1;1;1
702871;235;1;1;1;76001;1;Cabecera;557.21710124;2;1;6;1;1
702872;235;1;1;1;76001;1;Cabecera;419.37710838;2;1;6;1;1
702873;235;1;1;1;76001;1;Cabecera;506.6647625;2;1;6;2;1
702874;235;1;1;1;76001;1;Cabecera;583.91515692;2;1;2;1;1
702883;235;1;1;1;76001;1;Cabecera;565.13002401;1;1;2;1;1
702884;235;1;1;1;76001;1;Cabecera;549.61022904;2;1;1;2;1
702957;235;1;1;1;76001;1;Cabecera;495.30408999;2;1;4;1;1
702958;235;1;1;1;76001;1;Cabecera;614.90157566;2;1;2;1;1
702959;235;1;1;1;76001;1;Cabecera;495.30408999;2;1;4;2;1
702960;235;1;1;1;76001;1;Cabecera;454.15623316;2;1;4;1;1
702961;235;1;1;1;76001;1;Cabecera;495.30408999;2;1;4;1;1
702962;235;1;1;1;76001;1;Cabecera;607.95837627;2;1;4;1;1
702963;235;1;1;1;76001;1;Cabecera;569.96616345;2;1;4;1;1
702964;235;1;1;1;76001;1;Cabecera;372.77965189;2;1;4;1;1
702965;235;1;1;1;76001;1;Cabecera;372.77965189;2;1;4;2;1
702966;235;1;1;1;76001;1;Cabecera;335.5016867;1;1;5;2;1
702967;235;1;1;1;76001;1;Cabecera;358.93189824;3;1;3;2;1
702968;235;1;1;1;00000;0;Centro poblado y rur;367.03265595;2;1;1;1;1
702969;235;1;1;1;00000;0;Centro poblado y rur;318.52671542;1;1;1;1;1
702970;235;1;1;1;00000;0;Centro poblado y rur;165.76522223;1;1;1;2;1
702971;235;1;1;1;00000;0;Centro poblado y rur;165.76522223;1;1;1;1;1
702972;235;1;1;1;00000;0;Centro poblado y rur;372.98597245;1;1;1;1;1
702974;235;1;1;1;00000;0;Centro poblado y rur;165.76522223;1;1;1;1;1
702975;235;1;1;1;00000;0;Centro poblado y rur;318.52671542;1;1;1;1;1
702976;235;1;1;1;00000;0;Centro poblado y rur;437.76180101;1;1;1;1;1
702977;235;1;1;1;00000;0;Centro poblado y rur;165.76522223;1;1;1;2;1
702978;235;1;1;1;00000;0;Centro poblado y rur;228.00729665;1;1;1;1;1
702979;235;1;1;1;00000;0;Centro poblado y rur;203.04808116;1;1;1;1;1
702980;235;1;1;1;00000;0;Centro poblado y rur;146.24454277;1;1;1;3;1
702981;235;1;1;1;00000;0;Centro poblado y rur;132.61217778;1;1;1;4;1
702982;235;1;1;1;00000;0;Centro poblado y rur;350.20944081;1;1;1;3;1
702983;235;1;1;1;00000;0;Centro poblado y rur;132.61217778;1;1;1;2;1
702984;235;1;1;1;00000;0;Centro poblado y rur;132.61217778;1;1;1;1;1
702985;235;1;1;1;00000;0;Centro poblado y rur;197.25043424;1;1;1;1;1
702986;235;1;1;1;00000;0;Centro poblado y rur;132.61217778;1;1;1;1;1
702987;235;1;1;1;00000;0;Centro poblado y rur;381.4081661;1;1;1;1;1
702988;235;1;1;1;00000;0;Centro poblado y rur;243.58270282;2;1;2;2;1
702989;235;1;1;1;00000;0;Centro poblado y rur;198.91826667;1;1;2;1;1
702991;235;1;1;1;00000;0;Centro poblado y rur;203.76233931;2;1;2;1;1
702992;235;1;1;1;00000;0;Centro poblado y rur;206.04952143;1;1;2;3;1
702993;235;1;1;1;00000;0;Centro poblado y rur;572.11224915;2;1;2;1;1
702994;235;1;1;1;00000;0;Centro poblado y rur;203.76233931;1;1;2;1;1
702995;235;1;1;1;00000;0;Centro poblado y rur;198.91826667;1;1;2;1;1
702996;235;1;1;1;00000;0;Centro poblado y rur;198.91826667;1;1;2;2;1
702997;235;1;1;1;00000;0;Centro poblado y rur;382.2320585;2;1;2;2;1
702998;235;1;1;1;00000;0;Centro poblado y rur;251.5584436;2;1;1;1;1
702999;235;1;1;1;00000;0;Centro poblado y rur;317.33532438;1;1;2;2;1
703000;235;1;1;1;00000;0;Centro poblado y rur;982.31242801;1;1;1;2;1
703001;235;1;1;1;00000;0;Centro poblado y rur;245.578107;1;1;2;2;1
703002;235;1;1;1;00000;0;Centro poblado y rur;604.87635232;1;1;1;1;1
703004;235;1;1;1;00000;0;Centro poblado y rur;642.04355057;1;1;1;1;1
703005;235;1;1;1;00000;0;Centro poblado y rur;251.5584436;2;1;1;1;1
703006;235;1;1;1;00000;0;Centro poblado y rur;408.93823109;1;1;2;1;1
703007;235;1;1;1;00000;0;Centro poblado y rur;245.578107;2;1;1;1;1
703008;235;1;1;1;00000;1;Cabecera;698.97136476;2;1;2;1;1
703009;235;1;1;1;00000;1;Cabecera;2353.2823836;1;1;2;1;1
703010;235;1;1;1;00000;1;Cabecera;686.99757849;2;1;2;2;1
703011;235;1;1;1;00000;1;Cabecera;1231.248443;2;1;2;2;1
703012;235;1;1;1;00000;1;Cabecera;686.99757849;2;1;2;2;1
703013;235;1;1;1;00000;1;Cabecera;1227.5607716;1;1;2;2;1
703014;235;1;1;1;00000;1;Cabecera;803.37471787;1;1;2;1;1
703015;235;1;1;1;00000;1;Cabecera;862.29937907;1;1;2;1;1
703017;235;1;1;1;00000;1;Cabecera;2600.6834581;1;1;2;2;1
703019;235;1;1;1;11001;1;Cabecera;1163.0615941;1;1;2;2;1
703020;235;1;1;1;11001;1;Cabecera;1223.6375844;1;1;2;1;1
703021;235;1;1;1;11001;1;Cabecera;1198.5374243;1;1;2;1;1
703022;235;1;1;1;76001;1;Cabecera;260.31461352;3;1;3;2;1
703023;235;1;1;1;76001;1;Cabecera;727.55586193;1;1;2;2;1
703024;235;1;1;1;76001;1;Cabecera;369.03735278;2;1;3;2;1
703026;235;1;1;1;76001;1;Cabecera;410.73186062;1;1;2;2;1
703027;235;1;1;1;76001;1;Cabecera;528.79772557;2;1;4;1;1
703028;235;1;1;1;76001;1;Cabecera;638.65720289;2;1;4;1;1
703029;235;1;1;1;76001;1;Cabecera;638.65720289;2;1;5;2;1
703030;235;1;1;1;76001;1;Cabecera;691.94503646;2;1;5;2;1
703031;235;1;1;1;76001;1;Cabecera;801.51491735;2;1;5;1;1
703032;235;1;1;1;76001;1;Cabecera;801.51491735;2;1;5;1;1
703033;235;1;1;1;76001;1;Cabecera;691.94503646;2;1;5;2;1
703034;235;1;1;1;76001;1;Cabecera;587.4118089;2;1;5;1;1
703035;235;1;1;1;76001;1;Cabecera;286.99583119;2;1;1;3;1
703036;235;1;1;1;00000;0;Cabecera;763.46339925;1;1;2;1;1
703037;235;1;1;1;00000;0;Cabecera;555.80194877;1;1;2;1;1
703038;235;1;1;1;00000;0;Cabecera;899.06307503;3;1;2;2;1
703039;235;1;1;1;00000;0;Cabecera;899.06307503;3;1;2;2;1
703040;235;1;1;1;00000;0;Cabecera;639.36488467;2;1;2;2;1
703041;235;1;1;1;00000;0;Cabecera;678.90997701;2;1;2;2;1
703042;235;1;1;1;00000;0;Cabecera;704.2247571;3;1;2;2;1
703043;235;1;1;1;00000;0;Cabecera;1351.6003652;2;1;2;2;1
703044;235;1;1;1;00000;0;Cabecera;616.17535407;1;1;2;2;1
703045;235;1;1;1;00000;0;Cabecera;1117.6141107;1;1;2;1;1
703046;235;1;1;1;00000;0;Cabecera;419.91221644;1;1;2;1;1
703047;235;1;1;1;00000;0;Cabecera;892.05624105;1;1;3;1;1
703048;235;1;1;1;00000;0;Cabecera;1108.5682514;1;1;3;2;1
703049;235;1;1;1;00000;0;Cabecera;593.38162952;1;1;3;3;1
703050;235;1;1;1;00000;0;Cabecera;305.34203341;1;1;3;1;1
703051;235;1;1;1;00000;0;Cabecera;622.18035246;1;1;3;1;1
703052;235;1;1;1;00000;0;Cabecera;448.08058483;1;1;3;1;1
703053;235;1;1;1;00000;0;Cabecera;305.34203341;1;1;3;1;1
703054;235;1;1;1;00000;0;Cabecera;425.69083586;1;1;3;1;1
703055;235;1;1;1;00000;0;Cabecera;998.25978193;1;1;3;3;1
703056;235;1;1;1;00000;0;Cabecera;644.57010142;1;1;3;1;1
703057;235;1;1;1;76001;1;Cabecera;478.12888198;2;1;1;2;1
703058;235;1;1;1;76001;1;Cabecera;468.0970118;1;1;1;2;1
703059;235;1;1;1;76001;1;Cabecera;574.86995456;2;1;5;1;1
703060;235;1;1;1;76001;1;Cabecera;512.9695471;2;1;5;2;1
703061;235;1;1;1;76001;1;Cabecera;338.91048655;2;1;4;1;1
703065;235;1;1;1;76001;1;Cabecera;381.25191671;2;1;3;2;1
703066;235;1;1;1;76001;1;Cabecera;503.23275379;3;1;3;2;1
703067;235;1;1;1;76001;1;Cabecera;656.58955934;1;1;3;1;1
703068;235;1;1;1;76001;1;Cabecera;503.23275379;2;1;3;2;1
703069;235;1;1;1;76001;1;Cabecera;503.23275379;2;1;3;2;1
703070;235;1;1;1;76001;1;Cabecera;427.20858829;2;1;3;2;1
703071;235;1;1;1;76001;1;Cabecera;384.58016405;2;1;3;2;1
703072;235;1;1;1;76001;1;Cabecera;628.87661147;2;1;3;2;1
703073;235;1;1;1;76001;1;Cabecera;506.56100113;2;1;3;2;1
703074;235;1;1;1;76001;1;Cabecera;427.20858829;2;1;3;2;1
703075;235;1;1;1;76001;1;Cabecera;418.52129415;1;1;3;2;1
703076;235;1;1;1;76001;1;Cabecera;495.44316345;2;1;3;1;1
703077;235;1;1;1;76001;1;Cabecera;292.90102686;2;1;3;2;1
703080;235;1;1;1;76001;1;Cabecera;407.09753186;2;1;5;1;1
703081;235;1;1;1;76001;1;Cabecera;444.98224534;2;1;5;1;1
703082;235;1;1;1;76001;1;Cabecera;577.07249443;2;1;5;2;1
703083;235;1;1;1;76001;1;Cabecera;407.57610669;2;1;5;1;1
703084;235;1;1;1;76001;1;Cabecera;337.77650833;1;1;5;1;1
703085;235;1;1;1;76001;1;Cabecera;620.54379622;2;1;2;2;1
703086;235;1;1;1;76001;1;Cabecera;553.55602917;2;1;2;2;1
703101;235;1;1;1;76001;1;Cabecera;559.96208766;1;1;1;1;1
703102;235;1;1;1;76001;1;Cabecera;372.55003502;1;1;1;1;1
703103;235;1;1;1;76001;1;Cabecera;398.2075274;1;1;1;1;1
703104;235;1;1;1;17001;1;Cabecera;133.36139043;2;1;5;2;1
703105;235;1;1;1;17001;1;Cabecera;79.037869236;2;1;4;1;1
703106;235;1;1;1;17001;1;Cabecera;61.066085281;2;1;4;1;1
703107;235;1;1;1;17001;1;Cabecera;57.179549419;2;1;5;1;1
703108;235;1;1;1;17001;1;Cabecera;67.851205868;2;1;3;1;1
703109;235;1;1;1;17001;1;Cabecera;67.851205868;2;1;4;1;1
703110;235;1;1;1;17001;1;Cabecera;112.35262299;2;1;6;2;1
703111;235;1;1;1;17001;1;Cabecera;117.51203911;2;1;6;2;1
703112;235;1;1;1;17001;1;Cabecera;117.51203911;2;1;6;1;1
703113;235;1;1;1;17001;1;Cabecera;123.19345003;2;1;6;1;1
703114;235;1;1;1;17001;1;Cabecera;73.385088021;2;1;5;2;1
703115;235;1;1;1;17001;1;Cabecera;58.416518205;2;1;5;2;1
703116;235;1;1;1;17001;1;Cabecera;59.902385105;2;1;5;1;1
703117;235;1;1;1;17001;1;Cabecera;70.853707301;2;1;6;1;1
703118;235;1;1;1;17001;1;Cabecera;72.094605632;2;1;6;1;1
703119;235;1;1;1;17001;1;Cabecera;68.585044649;2;1;6;1;1
703120;235;1;1;1;17001;1;Cabecera;68.585044649;2;1;6;1;1
703121;235;1;1;1;17001;1;Cabecera;112.35262299;2;1;6;2;1
703122;235;1;1;1;17001;1;Cabecera;66.671526341;2;1;5;1;1
703124;235;1;1;1;17001;1;Cabecera;100.62046528;2;1;6;1;1
703125;235;1;1;1;17001;1;Cabecera;74.628523292;2;1;5;1;1
703126;235;1;1;1;17001;1;Cabecera;65.933105865;2;1;6;1;1
703127;235;1;1;1;17001;1;Cabecera;148.27891552;2;1;6;4;1
703128;235;1;1;1;17001;1;Cabecera;112.35262299;2;1;6;2;1
703129;235;1;1;1;17001;1;Cabecera;58.158176459;2;1;5;2;1
703130;235;1;1;1;17001;1;Cabecera;58.158176459;2;1;5;2;1
703131;235;1;1;1;17001;1;Cabecera;58.416518205;2;1;5;2;1
703132;235;1;1;1;17001;1;Cabecera;100.080692;2;1;6;2;1
703133;235;1;1;1;17001;1;Cabecera;77.55768805;2;1;6;2;1
703134;235;1;1;1;17001;1;Cabecera;82.799685575;2;1;6;1;1
703135;235;1;1;1;17001;1;Cabecera;66.025342368;1;1;6;2;1
703136;235;1;1;1;17001;1;Cabecera;70.049402202;1;1;6;1;1
703137;235;1;1;1;17001;1;Cabecera;57.179549419;1;1;6;1;1
703138;235;1;1;1;17001;1;Cabecera;57.406013576;1;1;6;1;1
703139;235;1;1;1;17001;1;Cabecera;57.179549419;1;1;6;1;1
703140;235;1;1;1;17001;1;Cabecera;55.514622983;1;1;6;1;1
703141;235;1;1;1;17001;1;Cabecera;59.070940011;1;1;5;1;1
703142;235;1;1;1;17001;1;Cabecera;66.671526341;2;1;5;4;1
703143;235;1;1;1;17001;1;Cabecera;118.49799307;2;1;5;2;1
703144;235;1;1;1;17001;1;Cabecera;123.1490317;2;1;5;1;1
703145;235;1;1;1;17001;1;Cabecera;108.901929;2;1;5;1;1
703146;235;1;1;1;17001;1;Cabecera;123.1490317;2;1;5;2;1
703147;235;1;1;1;17001;1;Cabecera;96.031829667;2;1;4;1;1
703148;235;1;1;1;17001;1;Cabecera;87.506378323;2;1;4;1;1
703149;235;1;1;1;17001;1;Cabecera;83.887571942;2;1;5;1;1
703150;235;1;1;1;17001;1;Cabecera;55.514622983;2;1;5;1;1
703151;235;1;1;1;17001;1;Cabecera;108.901929;2;1;5;1;1
703152;235;1;1;1;17001;1;Cabecera;104.69108026;2;1;5;1;1
703153;235;1;1;1;17001;1;Cabecera;72.981191;2;1;4;1;1
