DIRECTORIO;NRO_ENCUESTA;SECUENCIA_ENCUESTA;SECUENCIA_P;ORDEN;FEX_C;P220;P5785;P5501;P2057;P2059;P2061;P1402;P1403;P1365;P1364;P1363
648903;237;4;1;4;165.10534741;1;85;6;1;;2;2;2;5;;
648904;237;1;1;1;165.10534741;1;72;1;2;2;2;4;4;7;;
648904;237;2;1;2;165.10534741;2;68;2;2;2;2;4;4;4;;
648904;237;3;1;3;165.10534741;1;43;3;2;2;2;4;4;1;6;1
648904;237;4;1;4;165.10534741;1;40;3;2;2;2;4;4;1;3;3
648905;237;1;1;1;501.81074173;1;60;1;2;2;2;4;4;1;3;1
648905;237;2;1;2;501.81074173;2;58;2;2;2;2;4;4;4;;
648905;237;3;1;3;501.81074173;2;32;3;2;2;2;4;4;3;;
648905;237;4;1;4;501.81074173;1;28;3;2;2;2;4;4;5;;
648905;237;5;1;5;501.81074173;1;75;7;1;;2;4;4;2;;
648906;237;1;1;1;658.14664809;1;28;1;1;;1;4;4;1;6;1
648906;237;2;1;2;658.14664809;2;31;2;2;2;2;4;2;4;;
648907;237;1;1;1;531.02231472;1;25;1;2;2;2;4;4;1;3;1
648907;237;2;1;2;531.02231472;2;23;2;2;2;2;4;4;1;6;1
648907;237;3;1;3;531.02231472;1;3;3;;;;;;;;
648907;237;4;1;4;531.02231472;2;60;6;1;;9;4;4;4;;
648908;237;1;1;1;446.05399265;2;70;1;1;;2;4;4;1;5;3
648908;237;2;1;2;446.05399265;1;12;5;;;;;;;;
648909;237;1;1;1;2408.6915603;2;42;1;2;2;2;4;4;1;6;1
648909;237;2;1;2;2408.6915603;1;19;3;2;2;2;4;4;3;;
648909;237;3;1;3;2408.6915603;1;16;3;2;2;2;4;4;3;;
648910;237;1;1;1;446.05399265;1;64;1;2;2;2;4;4;1;1;1
648910;237;2;1;2;446.05399265;2;52;2;2;2;2;4;4;4;;
648910;237;3;1;3;446.05399265;2;23;3;2;2;2;4;4;1;6;1
648911;237;1;1;1;446.05399265;2;46;1;2;2;2;4;4;4;;
648912;237;1;1;1;726.21188229;2;36;1;1;;2;4;3;1;6;3
648912;237;2;1;2;726.21188229;1;36;2;1;;2;4;3;1;7;3
648912;237;3;1;3;726.21188229;1;0;3;;;;;;;;
648913;237;1;1;1;339.85066107;2;57;1;2;2;2;4;4;4;;
648913;237;2;1;2;339.85066107;2;20;3;2;2;2;4;4;1;6;1
648913;237;3;1;3;339.85066107;1;31;3;2;2;2;4;4;1;3;1
648913;237;4;1;4;339.85066107;2;29;4;2;2;2;4;4;1;2;1
648913;237;5;1;5;339.85066107;2;6;5;;;;;;;;
648914;237;1;1;1;339.85066107;2;44;1;2;2;2;4;3;1;6;3
648915;237;1;1;1;553.30429126;1;41;1;2;2;2;4;4;4;;
648915;237;2;1;2;553.30429126;2;31;2;2;2;2;4;4;1;2;3
648915;237;3;1;3;553.30429126;1;9;3;;;;;;;;
648916;237;1;1;1;339.85066107;2;53;1;2;2;2;1;1;2;;
648917;237;1;1;1;339.85066107;2;59;1;2;2;2;4;4;4;;
648917;237;2;1;2;339.85066107;1;60;2;2;2;2;4;4;1;2;1
648917;237;3;1;3;339.85066107;1;30;3;2;2;2;4;4;1;3;1
648917;237;4;1;4;339.85066107;2;27;3;1;;2;4;4;3;;
648917;237;5;1;5;339.85066107;2;23;3;1;;2;4;4;1;6;1
648917;237;6;1;6;339.85066107;2;21;3;2;2;2;4;4;3;;
648918;237;1;1;1;1835.1935698;2;69;1;1;;2;4;4;1;2;1
648918;237;2;1;2;1835.1935698;2;48;3;2;2;2;4;3;4;;
648918;237;3;1;3;1835.1935698;1;24;5;2;2;2;4;3;7;;
648918;237;4;1;4;1835.1935698;1;9;5;;;;;;;;
648918;237;5;1;5;1835.1935698;1;33;3;2;2;2;4;3;1;3;3
648918;237;6;1;6;1835.1935698;2;31;4;2;2;2;2;2;4;;
648918;237;7;1;7;1835.1935698;2;15;5;2;2;2;2;2;3;;
648918;237;8;1;8;1835.1935698;1;8;5;;;;;;;;
648919;237;1;1;1;339.85066107;1;70;1;2;2;2;4;4;2;;
648919;237;2;1;2;339.85066107;2;70;2;2;2;2;4;4;4;;
648920;237;1;1;1;278.78374541;2;67;1;1;;2;4;4;4;;
648921;237;1;1;1;1505.4322252;2;46;1;1;;2;4;2;4;;
648921;237;2;1;2;1505.4322252;2;23;3;2;2;2;4;2;1;6;2
648921;237;3;1;3;1505.4322252;1;24;4;2;2;2;4;2;1;6;2
648921;237;4;1;4;1505.4322252;1;4;5;;;;;;;;
648921;237;5;1;5;1505.4322252;1;1;5;;;;;;;;
648922;237;1;1;1;496.4231978;1;36;1;2;2;2;4;4;1;3;1
648922;237;2;1;2;496.4231978;2;34;2;2;2;2;4;4;4;;
648922;237;3;1;3;496.4231978;1;10;3;;;;;;;;
648922;237;4;1;4;496.4231978;1;7;3;;;;;;;;
648923;237;1;1;1;278.78374541;1;62;1;1;;1;4;4;2;;
648923;237;2;1;2;278.78374541;2;62;2;1;;2;4;4;4;;
648923;237;3;1;3;278.78374541;1;42;3;1;;2;4;4;2;;
648924;237;1;1;1;278.78374541;1;58;1;2;2;2;4;4;1;2;1
648924;237;2;1;2;278.78374541;2;54;2;1;;2;4;4;1;2;1
648925;237;1;1;1;1505.4322252;2;34;1;2;2;2;4;4;1;4;1
648925;237;2;1;2;1505.4322252;1;15;3;2;2;2;4;4;3;;
648925;237;3;1;3;1505.4322252;2;10;3;;;;;;;;
648926;237;1;1;1;278.78374541;2;43;1;2;2;2;2;2;4;;
648926;237;2;1;2;278.78374541;2;24;3;2;2;2;2;2;3;;
648927;237;1;1;1;278.78374541;1;68;1;1;;2;4;4;2;;
648927;237;2;1;2;278.78374541;2;63;2;2;2;2;4;4;4;;
648927;237;3;1;3;278.78374541;1;35;3;2;2;2;4;4;1;2;1
648927;237;4;1;4;278.78374541;1;31;3;2;2;2;4;4;2;;
648928;237;1;1;1;671.50345439;1;38;1;1;;2;4;4;7;;
648928;237;2;1;2;671.50345439;2;38;2;2;2;2;4;4;4;;
648928;237;3;1;3;671.50345439;2;5;3;;;;;;;;
648929;237;1;1;1;974.72855069;1;27;1;2;2;2;4;4;1;4;1
648930;237;1;1;1;297.21081534;1;72;1;1;;2;4;4;1;2;1
648931;237;1;1;1;411.34165506;1;29;1;1;;2;4;4;1;6;3
648931;237;2;1;2;411.34165506;2;25;2;1;;2;4;3;1;6;1
648932;237;1;1;1;1033.8828519;1;56;1;2;2;2;3;3;1;1;3
648932;237;2;1;2;1033.8828519;2;51;2;2;2;2;3;3;1;1;3
648932;237;3;1;3;1033.8828519;2;23;3;2;2;2;3;3;3;;
648933;237;1;1;1;1010.2701242;1;62;1;2;2;2;4;4;1;8;1
648934;237;1;1;1;2824.54773;2;35;1;2;2;2;4;4;4;;
648934;237;2;1;2;2824.54773;1;74;2;9;9;9;4;4;1;6;1
648934;237;3;1;3;2824.54773;2;20;3;2;2;2;4;3;3;;
648934;237;4;1;4;2824.54773;1;18;3;2;2;2;4;4;3;;
648934;237;5;1;5;2824.54773;2;14;3;;;;;;;;
648934;237;6;1;6;2824.54773;1;11;3;;;;;;;;
648935;237;1;1;1;2824.54773;2;20;1;2;9;2;4;1;4;;
648935;237;2;1;2;2824.54773;1;23;2;2;2;2;4;2;1;3;3
648935;237;3;1;3;2824.54773;1;2;3;;;;;;;;
648936;237;1;1;1;1010.2701242;1;69;1;2;2;2;4;4;1;5;1
648937;237;1;1;1;1881.7252202;1;46;1;2;2;2;4;2;1;8;1
648938;237;1;1;1;2824.54773;1;22;1;2;2;2;1;1;1;1;1
648939;237;1;1;1;1881.7252202;1;26;1;2;2;2;3;3;1;8;1
648940;237;1;1;1;470.75795499;2;76;1;2;2;2;4;4;5;;
648940;237;2;1;2;470.75795499;2;44;3;2;2;2;4;4;1;2;3
648940;237;3;1;3;470.75795499;2;14;5;;;;;;;;
648941;237;1;1;1;2013.4669337;1;26;1;2;2;2;4;2;1;8;1
648941;237;2;1;2;2013.4669337;2;25;2;2;2;2;3;2;4;;
648942;237;4;1;4;806.39705431;1;8;5;;;;;;;;
648942;237;1;1;1;806.39705431;2;68;1;2;2;2;4;4;4;;
648942;237;2;1;2;806.39705431;2;47;3;2;2;2;4;4;2;;
648942;237;3;1;3;806.39705431;1;27;3;2;2;2;4;4;2;;
648943;237;1;1;1;1010.2701242;1;82;1;2;2;2;4;4;1;1;3
648944;237;1;1;1;1248.8815983;2;48;1;2;2;9;4;1;4;;
648945;237;1;1;1;547.7910749;2;36;1;2;2;2;2;2;1;2;1
648945;237;2;1;2;547.7910749;2;14;3;;;;;;;;
648945;237;3;1;3;547.7910749;1;9;3;;;;;;;;
648946;237;1;1;1;3079.4703636;1;30;1;2;2;2;3;2;1;6;1
648946;237;2;1;2;3079.4703636;2;31;2;2;2;2;3;2;7;;
648946;237;3;1;3;3079.4703636;1;18;3;2;2;2;3;2;1;6;1
648946;237;4;1;4;3079.4703636;2;13;3;;;;;;;;
648946;237;5;1;5;3079.4703636;2;12;3;;;;;;;;
648946;237;6;1;6;3079.4703636;2;11;3;;;;;;;;
648947;237;1;1;1;547.7910749;1;25;1;2;2;2;4;2;1;5;1
648947;237;2;1;2;547.7910749;2;25;2;2;2;2;4;2;4;;
648947;237;3;1;3;547.7910749;2;4;3;;;;;;;;
648948;237;1;1;1;1248.8815983;2;42;1;2;2;2;4;3;1;2;1
648949;237;1;1;1;547.7910749;2;38;1;2;2;2;4;1;1;2;1
648949;237;2;1;2;547.7910749;1;14;3;;;;;;;;
648950;237;8;1;8;3286.7464494;2;4;3;;;;;;;;
648950;237;1;1;1;3286.7464494;1;50;1;2;2;2;4;4;1;9;1
648950;237;2;1;2;3286.7464494;2;34;2;2;2;2;4;4;4;;
648950;237;3;1;3;3286.7464494;2;24;3;2;2;2;4;4;4;;
648950;237;4;1;4;3286.7464494;1;24;3;2;2;2;4;4;1;9;1
648950;237;5;1;5;3286.7464494;1;17;3;2;2;2;4;4;1;9;1
648950;237;6;1;6;3286.7464494;1;15;3;2;2;2;4;4;3;;
648950;237;7;1;7;3286.7464494;2;7;3;;;;;;;;
648951;237;1;1;1;547.7910749;2;38;1;2;2;2;4;3;1;6;1
648951;237;2;1;2;547.7910749;2;68;6;2;2;2;4;3;4;;
648951;237;3;1;3;547.7910749;2;9;3;;;;;;;;
648952;237;1;1;1;547.7910749;2;70;1;2;2;2;4;4;4;;
648952;237;2;1;2;547.7910749;2;44;3;2;2;2;4;4;1;6;1
648952;237;3;1;3;547.7910749;1;43;4;2;2;2;4;4;1;6;1
648952;237;4;1;4;547.7910749;2;21;5;2;2;2;4;4;3;;
648952;237;5;1;5;547.7910749;1;14;5;;;;;;;;
648952;237;6;1;6;547.7910749;2;13;5;;;;;;;;
648953;237;1;1;1;1248.8815983;2;27;1;2;2;2;3;3;1;1;1
648954;237;1;1;1;547.7910749;2;67;1;2;2;2;4;4;4;;
648954;237;2;1;2;547.7910749;1;48;3;2;2;2;4;4;1;5;1
648954;237;3;1;3;547.7910749;2;7;5;;;;;;;;
648955;237;1;1;1;2052.7911493;1;36;1;2;2;2;4;2;1;6;1
648956;237;1;1;1;2052.7911493;1;25;1;9;9;9;4;1;1;3;3
648957;237;2;1;2;1245.8310957;2;45;2;2;2;2;3;3;4;;
648957;237;1;1;1;1245.8310957;1;60;1;2;2;2;3;3;1;5;1
648958;237;1;1;1;513.55413272;1;33;1;2;2;2;4;2;1;6;1
648958;237;2;1;2;513.55413272;2;29;2;2;2;2;4;2;4;;
648958;237;3;1;3;513.55413272;1;10;3;;;;;;;;
648958;237;4;1;4;513.55413272;1;5;3;;;;;;;;
648959;237;1;1;1;2052.7911493;1;36;1;2;2;2;3;3;1;5;1
648960;237;1;1;1;1934.8322556;1;26;1;2;2;2;4;4;1;5;1
648960;237;2;1;2;1934.8322556;2;20;2;2;2;2;4;4;4;;
648961;237;1;1;1;513.55413272;1;48;1;2;2;2;4;2;2;;
648961;237;2;1;2;513.55413272;2;43;2;9;9;9;4;2;4;;
648961;237;3;1;3;513.55413272;2;19;4;9;9;9;4;1;4;;
648961;237;4;1;4;513.55413272;2;6;5;;;;;;;;
648962;237;1;1;1;513.55413272;2;38;1;2;2;2;4;4;1;1;3
648962;237;2;1;2;513.55413272;1;14;3;;;;;;;;
648962;237;3;1;3;513.55413272;1;12;3;;;;;;;;
648962;237;4;1;4;513.55413272;1;8;3;;;;;;;;
648963;237;1;1;1;1170.8264984;2;49;1;2;2;2;4;4;4;;
648964;237;1;1;1;1934.8322556;1;25;1;2;2;2;4;3;1;5;1
648964;237;2;1;2;1934.8322556;2;21;2;2;2;2;4;3;4;;
648965;237;1;1;1;1102.1128628;1;58;1;2;2;2;4;4;1;5;1
648966;237;1;1;1;523.36968584;2;61;1;2;1;2;4;4;4;;
648967;237;1;1;1;346.46496646;1;66;1;2;2;2;4;4;6;;
648967;237;2;1;2;346.46496646;2;63;2;2;2;2;4;4;4;;
648967;237;3;1;3;346.46496646;2;17;5;2;2;2;4;4;3;;
648968;237;1;1;1;283.16410705;1;78;1;2;1;2;4;4;6;;
648968;237;2;1;2;283.16410705;2;87;2;2;2;2;4;4;6;;
648968;237;3;1;3;283.16410705;1;38;3;2;2;2;4;4;1;6;1
648968;237;4;1;4;283.16410705;2;52;3;2;2;2;4;4;1;6;1
648969;237;1;1;1;317.43057512;1;42;1;1;;1;4;4;1;8;1
648969;237;2;1;2;317.43057512;2;41;2;1;;1;4;4;1;1;3
648969;237;3;1;3;317.43057512;1;2;3;;;;;;;;
648970;237;2;1;2;325.01029803;1;37;3;2;2;2;4;4;5;;
648970;237;1;1;1;325.01029803;2;62;1;2;2;2;4;4;4;;
648971;237;1;1;1;325.01029803;1;46;1;1;;1;4;4;1;3;1
648971;237;2;1;2;325.01029803;2;78;6;1;;1;4;4;4;;
648972;237;1;1;1;369.84219011;1;50;1;2;2;2;4;4;6;;
648972;237;2;1;2;369.84219011;2;21;3;2;2;2;4;4;3;;
648972;237;3;1;3;369.84219011;1;14;3;;;;;;;;
648973;237;1;1;1;352.66768173;2;22;1;2;2;2;4;4;4;;
648974;237;3;1;3;335.61473099;2;14;3;;;;;;;;
648974;237;1;1;1;335.61473099;1;32;1;2;2;2;1;1;1;3;3
648974;237;2;1;2;335.61473099;2;42;2;2;2;2;2;2;4;;
648975;237;1;1;1;247.23884433;2;67;1;2;2;1;4;4;4;;
648975;237;2;1;2;247.23884433;2;66;7;2;2;1;4;4;1;6;1
648975;237;3;1;3;247.23884433;2;61;7;2;2;2;4;4;6;;
648975;237;4;1;4;247.23884433;2;25;8;2;2;2;4;4;3;;
648975;237;5;1;5;247.23884433;1;21;8;2;2;2;4;4;3;;
648976;237;1;1;1;328.31981954;2;46;1;2;2;2;4;4;1;5;1
648976;237;2;1;2;328.31981954;1;9;3;;;;;;;;
648977;237;1;1;1;260.13978147;1;27;1;2;2;2;3;3;1;6;1
648977;237;2;1;2;260.13978147;2;66;6;2;2;2;3;3;4;;
648977;237;3;1;3;260.13978147;2;26;7;2;2;2;3;3;1;6;1
648978;237;1;1;1;247.74983495;2;55;1;2;2;2;4;4;4;;
648979;237;1;1;1;284.56516828;1;37;1;2;2;2;4;4;1;6;3
648979;237;2;1;2;284.56516828;2;27;2;2;2;2;3;3;4;;
648979;237;3;1;3;284.56516828;1;8;3;;;;;;;;
648979;237;4;1;4;284.56516828;1;5;3;;;;;;;;
648979;237;5;1;5;284.56516828;2;0;3;;;;;;;;
648980;237;1;1;1;218.10289003;1;60;1;2;2;2;4;4;1;5;1
648981;237;3;1;3;235.3434739;2;8;3;;;;;;;;
648981;237;4;1;4;235.3434739;1;1;3;;;;;;;;
648981;237;1;1;1;235.3434739;1;38;1;2;2;2;4;4;1;6;3
648981;237;2;1;2;235.3434739;2;38;2;2;2;2;3;3;4;;
648982;237;1;1;1;212.86928524;1;39;1;2;2;2;4;3;1;1;1
648982;237;2;1;2;212.86928524;2;38;2;2;2;2;3;3;1;6;1
648982;237;3;1;3;212.86928524;1;8;3;;;;;;;;
648982;237;4;1;4;212.86928524;1;5;3;;;;;;;;
648983;237;1;1;1;198.19986796;2;76;1;2;2;2;4;4;4;;
648984;237;1;1;1;190.21379592;1;39;1;2;2;2;4;4;1;6;3
648984;237;2;1;2;190.21379592;2;66;6;2;2;2;4;3;4;;
648984;237;3;1;3;190.21379592;1;44;8;2;2;2;4;4;1;6;1
648985;237;1;1;1;112.80107849;2;38;1;2;2;2;4;4;1;6;3
648985;237;2;1;2;112.80107849;1;40;2;2;2;2;4;3;1;6;1
648985;237;3;1;3;112.80107849;2;9;3;;;;;;;;
648986;237;1;1;1;115.05901238;2;60;1;2;2;2;4;4;1;1;1
648986;237;2;1;2;115.05901238;2;31;3;2;2;2;4;4;1;6;1
648986;237;3;1;3;115.05901238;1;33;3;2;2;2;4;4;1;6;3
648986;237;4;1;4;115.05901238;2;27;4;2;2;2;4;2;1;6;1
648987;237;1;1;1;134.45830739;2;37;1;2;2;2;4;4;1;6;1
648987;237;2;1;2;134.45830739;1;12;3;;;;;;;;
648988;237;1;1;1;146.97748308;1;47;1;2;2;2;4;4;1;6;3
648988;237;2;1;2;146.97748308;2;42;2;2;2;2;4;4;1;1;1
648988;237;3;1;3;146.97748308;1;12;3;;;;;;;;
648988;237;4;1;4;146.97748308;2;77;6;2;2;2;4;4;4;;
648989;237;1;1;1;194.20683194;2;83;1;2;2;2;4;4;7;;
648989;237;2;1;2;194.20683194;1;48;3;2;2;2;4;4;4;;
648990;237;1;1;1;167.67330901;2;33;1;2;2;2;4;3;1;6;3
648990;237;2;1;2;167.67330901;2;2;3;;;;;;;;
648990;237;3;1;3;167.67330901;2;1;3;;;;;;;;
648991;237;1;1;1;128.74816186;2;52;1;2;2;2;4;3;1;6;3
648991;237;2;1;2;128.74816186;1;31;3;2;2;2;4;3;1;6;3
648991;237;3;1;3;128.74816186;1;19;3;2;2;2;3;3;3;;
648992;237;1;1;1;214.15093574;1;24;1;2;2;2;4;3;1;6;1
648992;237;2;1;2;214.15093574;2;24;2;2;2;2;4;2;1;6;1
648993;237;1;1;1;158.62595818;2;65;1;2;2;2;3;3;1;6;3
648993;237;2;1;2;158.62595818;2;32;3;2;2;2;3;3;1;6;3
648994;237;1;1;1;174.48231202;1;59;1;2;2;2;4;4;1;1;3
648995;237;1;1;1;134.90840224;1;56;1;2;2;2;4;4;1;6;1
648995;237;2;1;2;134.90840224;2;51;2;2;2;2;4;4;1;6;3
648996;237;1;1;1;163.68027299;1;35;1;2;2;2;4;3;1;6;1
648996;237;2;1;2;163.68027299;2;31;2;2;2;2;4;4;4;;
648996;237;3;1;3;163.68027299;2;3;3;;;;;;;;
648996;237;4;1;4;163.68027299;2;0;3;;;;;;;;
648997;237;1;1;1;104.62697746;2;45;1;2;2;2;3;3;1;6;3
648998;237;1;1;1;112.80107849;1;46;1;2;2;2;4;4;1;6;3
648998;237;2;1;2;112.80107849;2;28;2;2;2;2;4;4;4;;
648998;237;3;1;3;112.80107849;2;8;3;;;;;;;;
648999;237;1;1;1;147.12638784;2;66;1;2;2;2;4;4;4;;
648999;237;2;1;2;147.12638784;1;41;3;2;2;2;4;4;1;6;3
649000;237;1;1;1;409.73644703;2;57;1;1;;2;4;4;4;;
649000;237;2;1;2;409.73644703;1;80;2;1;;2;4;4;6;;
649001;237;1;1;1;345.66393922;1;60;1;1;;1;2;2;1;6;1
649001;237;2;1;2;345.66393922;2;26;3;2;2;2;2;2;3;;
649001;237;3;1;3;345.66393922;2;15;3;2;2;2;3;3;3;;
649002;237;1;1;1;382.86907088;2;24;1;2;2;2;2;2;1;6;1
649003;237;1;1;1;698.41439835;1;61;1;1;;2;4;4;1;8;1
649003;237;2;1;2;698.41439835;2;57;2;1;;2;4;4;1;2;1
649004;237;1;1;1;443.29668446;2;84;1;1;;2;4;4;4;;
649004;237;2;1;2;443.29668446;2;53;3;1;;2;4;4;4;;
649004;237;3;1;3;443.29668446;1;23;5;2;2;2;4;4;1;6;1
649004;237;4;1;4;443.29668446;1;19;5;2;2;2;4;4;4;;
649005;237;1;1;1;425.55906839;2;48;1;1;;1;4;4;1;6;1
649005;237;2;1;2;425.55906839;2;21;3;1;;1;4;4;1;6;3
649006;237;1;1;1;639.89318143;1;59;1;1;;1;4;4;1;6;3
649006;237;2;1;2;639.89318143;2;56;2;1;;1;4;4;1;2;1
649006;237;3;1;3;639.89318143;1;28;3;2;2;2;4;4;1;6;1
649006;237;4;1;4;639.89318143;2;24;3;1;;1;4;4;1;6;3
649007;237;1;1;1;512.18839959;2;31;1;1;;2;4;4;1;2;1
649007;237;2;1;2;512.18839959;2;12;3;;;;;;;;
649007;237;3;1;3;512.18839959;2;50;6;2;1;2;4;4;1;2;1
649007;237;4;1;4;512.18839959;1;56;6;1;;2;4;4;5;;
649007;237;5;1;5;512.18839959;1;30;7;2;2;2;4;4;2;;
649007;237;6;1;6;512.18839959;1;22;7;2;2;2;4;4;2;;
649007;237;7;1;7;512.18839959;2;21;8;2;2;2;4;4;2;;
649007;237;8;1;8;512.18839959;2;2;8;;;;;;;;
649008;237;1;1;1;407.97359237;2;37;1;2;2;2;4;4;1;5;1
649008;237;2;1;2;407.97359237;2;19;3;2;2;2;4;4;3;;
649008;237;3;1;3;407.97359237;2;18;3;2;2;2;4;4;3;;
649008;237;4;1;4;407.97359237;2;6;3;;;;;;;;
649008;237;5;1;5;407.97359237;2;4;3;;;;;;;;
649009;237;1;1;1;540.3638999;1;47;1;2;2;2;4;4;1;4;1
649009;237;2;1;2;540.3638999;2;43;2;2;2;2;4;4;1;2;1
649009;237;3;1;3;540.3638999;2;25;3;2;2;2;4;4;1;2;1
649010;237;1;1;1;677.04326522;1;42;1;1;;1;4;4;1;8;1
649010;237;2;1;2;677.04326522;1;16;3;2;2;2;4;2;4;;
649011;237;1;1;1;774.82376522;2;80;1;1;;2;4;4;4;;
649011;237;2;1;2;774.82376522;1;48;3;1;;2;4;4;1;6;1
649011;237;3;1;3;774.82376522;1;73;8;1;;2;4;4;4;;
649012;237;1;1;1;807.32402787;2;70;1;2;2;2;4;4;4;;
649012;237;2;1;2;807.32402787;2;43;3;2;2;2;4;4;1;6;1
649012;237;3;1;3;807.32402787;1;19;5;2;2;2;4;4;1;6;1
649012;237;4;1;4;807.32402787;1;41;3;2;2;2;4;4;1;5;1
649012;237;5;1;5;807.32402787;1;11;5;;;;;;;;
649013;237;3;1;3;926.79867647;2;13;3;;;;;;;;
649013;237;4;1;4;926.79867647;1;11;3;;;;;;;;
649013;237;1;1;1;926.79867647;2;41;1;2;2;2;4;4;1;1;1
649013;237;2;1;2;926.79867647;1;50;2;2;2;2;4;4;1;2;1
649014;237;1;1;1;88.682358756;1;54;1;2;2;2;4;4;1;6;1
649015;237;1;1;1;115.75014103;1;45;1;2;2;2;4;2;1;4;1
649015;237;2;1;2;115.75014103;2;38;7;2;2;2;4;2;1;2;1
649015;237;3;1;3;115.75014103;2;64;6;2;2;2;4;2;4;;
649015;237;4;1;4;115.75014103;1;29;8;2;2;2;4;2;1;3;1
649015;237;5;1;5;115.75014103;1;18;8;2;2;2;4;2;7;;
649015;237;6;1;6;115.75014103;1;15;8;2;2;2;4;2;1;2;1
649016;237;1;1;1;80.777750078;1;44;1;2;2;2;4;4;1;6;1
649016;237;2;1;2;80.777750078;2;38;2;2;2;2;4;4;1;6;1
649016;237;3;1;3;80.777750078;1;5;3;;;;;;;;
649017;237;1;1;1;70.021160253;1;42;1;2;1;2;4;4;1;6;1
649017;237;2;1;2;70.021160253;2;41;2;2;2;2;4;4;4;;
649017;237;3;1;3;70.021160253;2;13;3;;;;;;;;
649017;237;4;1;4;70.021160253;2;10;3;;;;;;;;
649018;237;1;1;1;69.833630904;2;84;1;2;2;2;4;4;6;;
649019;237;1;1;1;94.284359074;1;54;1;2;1;2;4;4;1;5;1
649019;237;2;1;2;94.284359074;2;45;2;1;;2;4;4;1;1;1
649019;237;3;1;3;94.284359074;1;23;3;2;2;2;4;4;3;;
649019;237;4;1;4;94.284359074;1;17;3;2;2;2;4;4;3;;
649021;237;1;1;1;75.872510691;1;58;1;2;1;2;4;4;1;2;1
649021;237;2;1;2;75.872510691;2;49;2;2;1;2;4;4;4;;
649022;237;1;1;1;69.833630904;2;67;1;2;2;2;4;4;4;;
649023;237;1;1;1;88.682358756;1;52;1;2;2;2;4;2;1;6;1
649024;237;1;1;1;98.963525357;2;41;1;2;2;2;4;4;1;5;1
649024;237;2;1;2;98.963525357;1;48;2;1;;2;4;4;1;5;1
649024;237;3;1;3;98.963525357;2;25;3;9;9;9;4;4;5;;
649024;237;4;1;4;98.963525357;1;14;3;;;;;;;;
649024;237;5;1;5;98.963525357;1;6;3;;;;;;;;
649025;237;1;1;1;91.823922646;1;27;1;2;2;2;3;3;1;6;3
649025;237;2;1;2;91.823922646;2;25;2;2;2;2;4;4;4;;
649025;237;3;1;3;91.823922646;2;3;3;;;;;;;;
649026;237;1;1;1;54.625417952;2;70;1;2;2;2;4;4;4;;
649027;237;1;1;1;55.165205169;1;69;1;1;;1;4;4;1;7;1
649028;237;1;1;1;55.195745336;1;40;1;2;2;2;4;4;1;6;1
649028;237;2;1;2;55.195745336;2;39;2;2;2;2;4;4;1;6;1
649028;237;3;1;3;55.195745336;1;14;3;;;;;;;;
649028;237;4;1;4;55.195745336;2;10;3;;;;;;;;
649028;237;5;1;5;55.195745336;2;3;3;;;;;;;;
649030;237;1;1;1;50.596176185;2;47;1;2;2;2;4;4;1;6;1
649031;237;1;1;1;58.767310494;1;34;1;2;1;2;4;4;1;1;1
649031;237;2;1;2;58.767310494;2;36;2;2;2;2;4;4;1;6;1
649031;237;3;1;3;58.767310494;2;2;3;;;;;;;;
649032;237;1;1;1;51.763632261;2;62;1;2;1;2;2;2;4;;
649032;237;2;1;2;51.763632261;2;24;3;2;1;2;2;2;1;6;1
649033;237;1;1;1;48.018619626;2;70;1;2;1;2;4;4;4;;
649033;237;2;1;2;48.018619626;2;30;3;2;2;2;4;4;1;6;1
649034;237;1;1;1;52.047861392;2;64;1;2;2;2;4;4;1;6;1
649034;237;2;1;2;52.047861392;2;85;6;2;2;2;4;4;5;;
649035;237;1;1;1;48.018619626;2;56;1;2;1;2;4;4;1;1;1
649035;237;2;1;2;48.018619626;2;31;3;2;1;2;4;4;4;;
649036;237;1;1;1;69.369311738;1;51;1;2;2;2;4;4;1;6;1
649037;237;1;1;1;75.029093165;2;64;1;2;1;2;4;4;4;;
649037;237;2;1;2;75.029093165;2;28;3;2;2;2;4;4;1;2;1
649038;237;1;1;1;87.641531121;2;43;1;2;2;2;4;4;1;6;1
649038;237;2;1;2;87.641531121;1;16;3;2;2;2;4;4;3;;
649039;237;1;1;1;79.05652529;2;48;1;1;;2;4;4;1;1;3
649040;237;1;1;1;88.303465121;2;32;1;2;2;2;4;4;4;;
649040;237;2;1;2;88.303465121;1;9;3;;;;;;;;
649040;237;3;1;3;88.303465121;1;19;7;2;2;2;4;4;3;;
649041;237;1;1;1;108.38954959;1;37;1;2;2;2;4;3;1;6;3
649042;237;1;1;1;84.908107532;2;21;1;1;;2;2;2;3;;
649043;237;1;1;1;98.066427206;1;35;1;1;;2;4;2;1;6;1
649043;237;2;1;2;98.066427206;2;27;2;2;2;2;2;2;1;6;1
649044;237;1;1;1;91.823922646;2;30;1;2;2;2;4;4;1;2;1
649044;237;2;1;2;91.823922646;2;3;3;;;;;;;;
649044;237;3;1;3;91.823922646;1;35;7;2;2;2;4;4;1;7;1
649045;237;1;1;1;78.877378009;2;38;1;1;;2;4;4;1;6;1
649045;237;2;1;2;78.877378009;1;18;3;2;2;2;4;4;3;;
649046;237;1;1;1;67.126486632;2;54;1;1;;1;4;1;1;4;3
