DIRECTORIO;NRO_ENCUESTA;SECUENCIA_ENCUESTA;SECUENCIA_P;ORDEN;FEX_C;P220;P5785;P5501;P2057;P2059;P2061;P1402;P1403;P1365;P1364;P1363
672279;237;1;1;1;511.34972778;1;36;1;2;2;2;4;3;5;;
672279;237;2;1;2;511.34972778;2;42;2;2;2;2;4;3;1;6;3
672280;237;1;1;1;326.683965;2;60;1;2;2;2;4;4;4;;
672280;237;2;1;2;326.683965;2;28;3;2;2;2;4;4;1;6;1
672280;237;3;1;3;326.683965;1;33;5;2;2;2;4;4;1;6;1
672280;237;4;1;4;326.683965;2;6;5;;;;;;;;
672281;237;1;1;1;568.25287541;2;50;1;2;2;2;4;4;1;6;1
672281;237;2;1;2;568.25287541;2;20;3;2;2;2;4;4;1;6;1
672282;237;2;1;2;486.5959641;2;75;3;2;1;2;4;4;6;;
672282;237;1;1;1;486.5959641;1;57;1;2;2;2;4;4;1;6;3
672283;237;1;1;1;482.53786905;2;62;1;2;2;2;4;4;1;6;1
672283;237;2;1;2;482.53786905;1;30;3;2;2;2;4;4;1;6;1
672284;237;1;1;1;358.80651574;2;57;1;2;2;2;4;4;1;2;1
672284;237;2;1;2;358.80651574;1;65;7;2;2;2;4;4;5;;
672284;237;3;1;3;358.80651574;2;53;7;2;2;2;4;4;1;6;1
672285;237;3;1;3;575.36450625;1;8;3;;;;;;;;
672285;237;4;1;4;575.36450625;1;2;3;;;;;;;;
672285;237;1;1;1;575.36450625;2;34;1;2;2;2;4;2;4;;
672285;237;2;1;2;575.36450625;1;40;2;2;2;2;4;2;1;6;1
672286;237;1;1;1;914.32876432;1;45;1;1;;1;4;4;1;6;1
672286;237;2;1;2;914.32876432;2;42;2;2;2;2;4;4;1;6;1
672286;237;3;1;3;914.32876432;1;23;3;1;;1;4;4;1;6;1
672286;237;4;1;4;914.32876432;2;21;10;1;;1;4;4;3;;
672287;237;1;1;1;578.20517279;2;47;1;1;;2;4;4;2;;
672287;237;2;1;2;578.20517279;1;13;3;;;;;;;;
672287;237;3;1;3;578.20517279;1;9;3;;;;;;;;
672287;237;4;1;4;578.20517279;1;73;6;1;;2;2;2;6;;
672288;237;1;1;1;732.73017541;1;38;1;2;2;2;4;4;1;6;3
672288;237;2;1;2;732.73017541;2;38;2;2;2;2;4;4;1;6;1
672288;237;3;1;3;732.73017541;2;27;7;2;2;2;4;4;1;6;1
672288;237;4;1;4;732.73017541;2;39;7;2;2;2;4;4;1;6;1
672288;237;5;1;5;732.73017541;1;17;8;2;2;2;4;1;2;;
672288;237;6;1;6;732.73017541;1;11;3;;;;;;;;
672288;237;7;1;7;732.73017541;2;12;3;;;;;;;;
672288;237;8;1;8;732.73017541;1;12;8;;;;;;;;
672288;237;9;1;9;732.73017541;1;12;8;;;;;;;;
672289;237;1;1;1;218.56282645;2;49;1;2;2;2;4;4;1;6;1
672289;237;2;1;2;218.56282645;1;48;2;2;2;2;4;4;1;6;1
672289;237;3;1;3;218.56282645;1;26;3;2;2;2;4;4;1;6;1
672290;237;1;1;1;371.47806749;2;67;1;2;2;2;4;4;4;;
672291;237;1;1;1;371.87801932;1;70;1;2;2;2;4;4;6;;
672292;237;1;1;1;223.83368422;2;40;1;2;2;2;4;4;1;1;1
672292;237;2;1;2;223.83368422;2;26;3;2;2;2;4;4;1;6;1
672293;237;2;1;2;337.77650833;2;62;2;2;2;2;4;4;4;;
672293;237;1;1;1;337.77650833;1;54;1;2;2;2;4;4;1;5;1
672294;237;1;1;1;617.46334373;1;26;1;2;2;2;4;2;1;6;1
672294;237;2;1;2;617.46334373;2;27;2;2;2;2;4;2;4;;
672294;237;3;1;3;617.46334373;1;1;3;;;;;;;;
672295;237;1;1;1;251.62626503;2;54;1;2;1;2;4;4;1;6;1
672295;237;2;1;2;251.62626503;1;54;2;2;1;2;4;4;1;6;3
672296;237;1;1;1;677.82370918;1;33;1;2;2;2;3;1;1;6;1
672297;237;1;1;1;307.06955303;2;64;1;2;2;2;4;4;1;1;1
672297;237;2;1;2;307.06955303;1;34;3;2;2;2;4;4;1;6;1
672298;237;1;1;1;612.40670681;1;45;1;2;2;2;4;4;4;;
672298;237;2;1;2;612.40670681;2;14;3;;;;;;;;
672298;237;3;1;3;612.40670681;1;12;3;;;;;;;;
672298;237;4;1;4;612.40670681;2;8;3;;;;;;;;
672299;237;4;1;4;536.65946165;1;5;3;;;;;;;;
672299;237;5;1;5;536.65946165;2;23;8;2;2;2;4;3;1;6;1
672299;237;1;1;1;536.65946165;1;43;1;1;;2;4;3;1;6;1
672299;237;2;1;2;536.65946165;2;38;2;2;2;2;4;3;4;;
672299;237;3;1;3;536.65946165;2;8;3;;;;;;;;
672300;237;1;1;1;502.30084128;1;31;1;2;2;2;2;2;1;6;1
672301;237;1;1;1;218.2472888;1;75;1;2;2;2;4;4;7;;
672301;237;2;1;2;218.2472888;2;70;2;2;2;2;4;4;4;;
672301;237;3;1;3;218.2472888;2;38;3;2;2;2;4;4;1;6;1
672301;237;4;1;4;218.2472888;2;30;3;2;2;2;4;4;1;6;1
672301;237;5;1;5;218.2472888;2;13;5;;;;;;;;
672302;237;1;1;1;625.32626841;1;54;1;2;2;2;4;4;1;5;1
672302;237;2;1;2;625.32626841;2;48;2;2;2;2;4;4;1;5;1
672302;237;3;1;3;625.32626841;1;29;3;2;2;2;4;4;1;5;1
672302;237;4;1;4;625.32626841;2;14;5;;;;;;;;
672303;237;1;1;1;338.34920193;2;48;1;2;2;2;4;4;1;6;1
672304;237;1;1;1;301.95151803;1;45;1;2;2;2;4;4;1;6;1
672304;237;2;1;2;301.95151803;2;46;2;2;2;2;4;4;1;6;1
672305;237;1;1;1;241.74037896;2;49;1;2;2;2;4;4;1;6;1
672305;237;2;1;2;241.74037896;2;29;3;2;2;2;4;4;4;;
672306;237;1;1;1;355.88660206;1;66;1;2;2;2;4;4;6;;
672306;237;2;1;2;355.88660206;2;67;2;2;2;2;4;4;4;;
672306;237;3;1;3;355.88660206;2;38;3;2;2;2;4;4;1;6;1
672306;237;4;1;4;355.88660206;2;6;5;;;;;;;;
672307;237;1;1;1;398.560341;1;29;1;2;2;2;4;4;1;6;1
672308;237;1;1;1;270.22120667;2;84;1;2;2;2;4;4;4;;
672308;237;2;1;2;270.22120667;1;29;5;2;2;2;4;4;1;6;1
672309;237;1;1;1;225.94032437;2;50;1;2;2;2;4;3;1;2;1
672309;237;2;1;2;225.94032437;1;57;2;2;2;2;4;3;1;8;1
672310;237;1;1;1;401.19631289;2;66;1;2;2;2;4;4;4;;
672311;237;1;1;1;305.0194379;2;32;1;2;2;2;4;2;1;6;1
672311;237;2;1;2;305.0194379;1;80;6;2;2;2;4;2;1;6;1
672312;237;1;1;1;561.34933522;1;57;1;2;2;2;4;3;1;6;1
672312;237;2;1;2;561.34933522;1;4;3;;;;;;;;
672313;237;1;1;1;505.40301231;1;32;1;2;2;2;4;1;1;6;1
672313;237;2;1;2;505.40301231;2;33;2;2;2;2;4;1;4;;
672313;237;3;1;3;505.40301231;1;15;3;2;2;2;4;1;3;;
672313;237;4;1;4;505.40301231;2;9;3;;;;;;;;
672314;237;1;1;1;309.28838459;2;65;1;1;;1;4;4;6;;
672314;237;2;1;2;309.28838459;2;87;6;1;;2;4;4;4;;
672315;237;1;1;1;641.21193388;1;54;1;2;2;2;4;4;1;6;1
672315;237;2;1;2;641.21193388;2;47;2;2;2;2;4;4;1;1;1
672315;237;3;1;3;641.21193388;1;13;3;;;;;;;;
672316;237;1;1;1;494.88698889;2;55;1;2;2;2;4;4;1;6;1
672316;237;2;1;2;494.88698889;1;97;6;2;2;2;4;4;6;;
672316;237;3;1;3;494.88698889;2;80;6;2;2;2;4;4;6;;
672316;237;4;1;4;494.88698889;2;45;7;2;2;2;4;4;1;6;1
672316;237;5;1;5;494.88698889;1;24;8;2;2;2;4;4;1;6;1
672317;237;1;1;1;284.80572553;2;49;1;2;2;2;4;4;1;6;1
672318;237;1;1;1;315.75388473;1;45;1;2;2;2;4;1;1;1;1
672319;237;1;1;1;388.04540533;1;44;1;2;2;2;4;1;1;3;3
672319;237;2;1;2;388.04540533;2;22;4;2;2;2;2;1;4;;
672320;237;1;1;1;318.18440155;1;65;1;1;;2;4;4;1;1;1
672321;237;1;1;1;289.00663815;1;31;1;2;2;2;4;4;1;6;1
672321;237;2;1;2;289.00663815;2;60;6;2;2;2;4;4;4;;
672322;237;1;1;1;335.0984972;2;43;1;2;2;2;4;1;1;6;1
672322;237;2;1;2;335.0984972;2;12;3;;;;;;;;
672323;237;1;1;1;407.24515466;1;25;1;1;;2;1;1;1;6;3
672323;237;2;1;2;407.24515466;2;24;2;1;;2;1;1;4;;
672323;237;3;1;3;407.24515466;1;2;3;;;;;;;;
672323;237;4;1;4;407.24515466;2;53;6;1;;2;1;1;4;;
672324;237;1;1;1;625.23848637;2;57;1;1;;1;4;4;6;;
672324;237;2;1;2;625.23848637;2;26;3;1;;1;4;4;4;;
672324;237;3;1;3;625.23848637;1;9;5;;;;;;;;
672324;237;4;1;4;625.23848637;2;4;5;;;;;;;;
672325;237;1;1;1;529.42182871;1;34;1;1;;1;4;4;1;1;1
672325;237;2;1;2;529.42182871;2;29;2;2;2;1;4;4;4;;
672325;237;3;1;3;529.42182871;2;15;3;2;2;2;4;4;3;;
672325;237;4;1;4;529.42182871;2;9;3;;;;;;;;
672326;237;1;1;1;371.32469818;2;43;1;2;2;1;4;4;1;6;3
672326;237;2;1;2;371.32469818;2;14;3;;;;;;;;
672327;237;1;1;1;474.04232927;1;70;1;1;;1;4;4;1;2;1
672328;237;1;1;1;252.70505652;1;76;1;2;1;2;4;4;1;1;1
672328;237;2;1;2;252.70505652;2;60;2;2;1;2;4;4;4;;
672329;237;1;1;1;252.70505652;2;66;1;1;;1;4;4;1;6;1
672329;237;2;1;2;252.70505652;1;62;7;1;;1;4;4;5;;
672330;237;1;1;1;246.69746132;1;59;1;1;;1;4;4;1;8;1
672330;237;2;1;2;246.69746132;2;47;2;1;;1;4;4;4;;
672330;237;3;1;3;246.69746132;2;62;7;1;;1;4;4;4;;
672331;237;2;1;2;607.63340166;1;34;2;2;2;2;4;4;1;8;1
672331;237;3;1;3;607.63340166;2;14;3;;;;;;;;
672331;237;4;1;4;607.63340166;1;10;3;;;;;;;;
672331;237;1;1;1;607.63340166;2;35;1;2;2;2;4;4;4;;
672332;237;1;1;1;474.04232927;1;72;1;1;;2;4;4;1;2;1
672333;237;1;1;1;690.17821954;2;56;1;2;1;1;4;4;4;;
672333;237;2;1;2;690.17821954;1;64;2;1;;1;4;4;1;6;1
672333;237;3;1;3;690.17821954;1;16;5;2;2;1;4;4;3;;
672333;237;4;1;4;690.17821954;1;75;6;1;;1;4;4;4;;
672334;237;1;1;1;476.87888134;1;44;1;2;1;1;4;4;1;6;1
672334;237;2;1;2;476.87888134;2;38;2;2;1;1;4;4;4;;
672334;237;3;1;3;476.87888134;2;17;3;2;2;1;4;4;3;;
672334;237;4;1;4;476.87888134;1;6;3;;;;;;;;
672335;237;1;1;1;280.12462333;2;61;1;2;2;2;4;4;6;;
672335;237;2;1;2;280.12462333;2;34;3;2;2;2;4;4;1;6;1
672336;237;1;1;1;1232.5483427;1;51;1;2;2;2;4;4;1;6;1
672336;237;2;1;2;1232.5483427;2;39;2;2;2;2;4;4;1;6;1
672336;237;3;1;3;1232.5483427;2;17;3;2;2;2;4;4;3;;
672336;237;4;1;4;1232.5483427;1;4;3;;;;;;;;
672336;237;5;1;5;1232.5483427;1;4;3;;;;;;;;
672337;237;5;1;5;559.99124172;1;16;10;2;2;2;4;2;3;;
672337;237;1;1;1;559.99124172;2;57;1;2;2;2;4;4;1;6;1
672337;237;2;1;2;559.99124172;1;26;3;9;9;9;4;4;5;;
672337;237;3;1;3;559.99124172;2;82;6;2;2;2;4;4;4;;
672337;237;4;1;4;559.99124172;1;50;8;2;2;2;4;2;1;5;1
672338;237;1;1;1;611.83701563;1;42;1;2;2;2;4;4;1;6;1
672338;237;2;1;2;611.83701563;2;42;2;2;2;2;4;4;4;;
672338;237;3;1;3;611.83701563;1;12;3;;;;;;;;
672339;237;1;1;1;280.12462333;2;42;1;2;2;2;4;4;1;5;1
672339;237;2;1;2;280.12462333;2;17;3;2;2;2;4;4;2;;
672339;237;3;1;3;280.12462333;1;9;3;;;;;;;;
672340;237;1;1;1;1232.5483427;1;42;1;2;2;2;4;3;1;6;1
672340;237;2;1;2;1232.5483427;2;38;2;2;2;2;4;3;1;6;1
672340;237;3;1;3;1232.5483427;1;13;3;;;;;;;;
672340;237;4;1;4;1232.5483427;2;6;3;;;;;;;;
672341;237;3;1;3;1232.5483427;1;38;8;2;2;2;4;3;4;;
672341;237;4;1;4;1232.5483427;1;17;8;2;2;2;4;2;4;;
672341;237;5;1;5;1232.5483427;2;13;8;;;;;;;;
672341;237;1;1;1;1232.5483427;2;23;1;2;2;2;4;3;4;;
672341;237;2;1;2;1232.5483427;2;60;8;2;2;2;4;3;4;;
672342;237;1;1;1;280.12462333;2;56;1;2;2;2;4;4;4;;
672342;237;2;1;2;280.12462333;2;30;3;2;2;2;4;4;2;;
672343;237;1;1;1;765.41928368;2;43;1;1;;1;3;3;1;2;1
672343;237;2;1;2;765.41928368;2;19;3;2;2;2;3;3;3;;
672343;237;3;1;3;765.41928368;1;15;3;2;2;2;3;3;3;;
672343;237;4;1;4;765.41928368;2;12;3;;;;;;;;
672344;237;1;1;1;3006.9753046;1;42;1;2;2;2;4;4;1;6;1
672344;237;2;1;2;3006.9753046;1;23;3;2;2;2;3;3;3;;
672344;237;3;1;3;3006.9753046;2;9;3;;;;;;;;
672345;237;1;1;1;1938.8132285;1;34;1;2;2;2;3;3;1;2;1
672345;237;2;1;2;1938.8132285;2;33;2;2;2;2;3;3;4;;
672345;237;3;1;3;1938.8132285;2;8;3;;;;;;;;
672345;237;4;1;4;1938.8132285;2;0;3;;;;;;;;
672346;237;1;1;1;1215.4120879;2;50;1;2;2;2;4;4;1;2;1
672346;237;2;1;2;1215.4120879;1;50;2;1;;2;4;4;1;7;1
672347;237;1;1;1;1854.4384641;1;48;1;2;2;2;3;3;1;6;1
672347;237;2;1;2;1854.4384641;2;25;3;2;2;2;3;3;1;1;1
672347;237;3;1;3;1854.4384641;1;33;4;2;2;2;3;3;1;2;1
672347;237;4;1;4;1854.4384641;1;9;5;;;;;;;;
672347;237;5;1;5;1854.4384641;2;4;5;;;;;;;;
672348;237;1;1;1;1577.1126582;2;37;1;2;2;2;4;3;4;;
672348;237;2;1;2;1577.1126582;1;38;2;2;2;2;3;3;1;7;3
672348;237;3;1;3;1577.1126582;2;10;3;;;;;;;;
672349;237;1;1;1;2106.8493761;1;32;1;2;2;2;4;4;1;8;1
672349;237;2;1;2;2106.8493761;2;23;7;2;2;2;4;4;1;6;1
672350;237;1;1;1;1260.7316307;1;50;1;1;;2;4;1;1;6;1
672350;237;2;1;2;1260.7316307;2;66;2;1;;2;4;1;1;2;1
672351;237;1;1;1;2810.9485162;2;42;1;2;2;2;3;3;1;6;1
672351;237;2;1;2;2810.9485162;1;21;3;2;2;2;4;4;2;;
672351;237;3;1;3;2810.9485162;2;19;3;2;2;2;4;4;3;;
672352;237;1;1;1;751.74382614;2;53;1;2;2;2;4;3;4;;
672352;237;2;1;2;751.74382614;1;65;2;2;2;2;4;3;1;6;1
672352;237;3;1;3;751.74382614;2;33;3;2;2;2;4;3;1;6;1
672352;237;4;1;4;751.74382614;1;9;5;;;;;;;;
672353;237;1;1;1;1209.1534418;1;43;1;2;2;2;4;4;1;6;1
672353;237;2;1;2;1209.1534418;2;39;2;2;2;2;4;4;1;6;1
672353;237;3;1;3;1209.1534418;1;11;3;;;;;;;;
672353;237;4;1;4;1209.1534418;1;4;3;;;;;;;;
672353;237;5;1;5;1209.1534418;2;68;6;2;2;2;4;4;4;;
672354;237;1;1;1;1109.3606758;2;25;1;2;2;2;4;4;1;6;1
672355;237;1;1;1;207.22395579;1;67;1;1;;1;4;4;1;1;3
672355;237;2;1;2;207.22395579;2;72;2;1;;1;4;4;1;1;3
672356;237;1;1;1;400.76254093;2;61;1;1;;1;4;4;4;;
672356;237;2;1;2;400.76254093;1;62;2;1;;1;4;4;1;3;1
672356;237;3;1;3;400.76254093;2;10;5;;;;;;;;
672357;237;1;1;1;447.9215882;1;47;1;2;2;2;3;3;1;3;1
672358;237;1;1;1;809.19035846;1;23;1;2;2;2;4;4;1;6;1
672358;237;2;1;2;809.19035846;2;23;2;2;2;2;4;4;4;;
672358;237;3;1;3;809.19035846;1;4;3;;;;;;;;
672360;237;1;1;1;498.03337404;2;33;1;2;2;2;4;4;1;6;1
672360;237;2;1;2;498.03337404;2;7;3;;;;;;;;
672360;237;3;1;3;498.03337404;2;3;3;;;;;;;;
672361;237;1;1;1;304.49478889;2;36;1;2;2;2;4;4;1;2;1
672361;237;2;1;2;304.49478889;2;12;3;;;;;;;;
672362;237;1;1;1;234.44954387;2;64;1;2;2;2;4;4;1;7;1
672362;237;2;1;2;234.44954387;1;25;3;2;2;2;4;4;1;7;1
672363;237;1;1;1;514.65058924;1;50;1;2;2;2;4;4;1;7;1
672363;237;2;1;2;514.65058924;2;46;2;1;;1;4;4;1;4;1
672363;237;3;1;3;514.65058924;1;25;3;2;2;2;4;4;1;7;1
672363;237;4;1;4;514.65058924;2;22;4;2;2;2;4;3;4;;
672363;237;5;1;5;514.65058924;1;11;3;;;;;;;;
672363;237;6;1;6;514.65058924;1;1;3;;;;;;;;
672365;237;2;1;2;344.1254482;2;34;2;2;2;2;4;4;4;;
672365;237;3;1;3;344.1254482;2;18;3;2;2;2;4;4;3;;
672365;237;4;1;4;344.1254482;1;10;3;;;;;;;;
672365;237;1;1;1;344.1254482;1;42;1;2;2;2;4;4;1;6;1
672366;237;3;1;3;220.48432098;1;25;3;2;2;2;4;4;1;7;1
672366;237;1;1;1;220.48432098;1;66;1;2;2;2;4;4;1;7;1
672366;237;2;1;2;220.48432098;2;66;2;2;2;2;4;4;4;;
672367;237;1;1;1;712.08751545;1;40;1;2;2;2;4;4;1;7;1
672367;237;2;1;2;712.08751545;2;36;2;2;2;2;4;4;4;;
672367;237;3;1;3;712.08751545;1;19;3;2;2;2;4;4;1;7;1
672367;237;4;1;4;712.08751545;1;16;3;2;2;2;4;4;3;;
672368;237;1;1;1;712.08751545;1;24;1;2;2;2;3;3;1;7;1
672368;237;2;1;2;712.08751545;2;20;2;2;2;2;4;4;3;;
672368;237;3;1;3;712.08751545;1;2;3;;;;;;;;
672369;237;1;1;1;196.32230398;2;58;1;1;;1;4;4;1;7;1
672370;237;1;1;1;178.02187886;1;57;1;1;;1;4;4;1;7;1
672370;237;2;1;2;178.02187886;2;53;2;1;;1;4;4;4;;
672370;237;3;1;3;178.02187886;2;29;3;1;;1;4;4;4;;
672371;237;1;1;1;230.03936045;2;28;1;1;;1;4;4;4;;
672371;237;2;1;2;230.03936045;1;1;3;;;;;;;;
672372;237;1;1;1;46.386833373;2;38;1;2;2;2;4;1;2;;
672372;237;2;1;2;46.386833373;1;33;2;2;2;2;4;1;2;;
672372;237;3;1;3;46.386833373;2;18;3;2;2;2;4;1;3;;
672372;237;4;1;4;46.386833373;2;4;3;;;;;;;;
672372;237;5;1;5;46.386833373;2;61;6;2;2;2;4;1;4;;
672373;237;1;1;1;38.803699909;1;38;1;2;2;2;4;4;1;6;3
672373;237;2;1;2;38.803699909;2;41;2;2;2;2;4;4;1;6;3
672374;237;1;1;1;58.546797537;1;90;1;2;2;2;4;4;7;;
672374;237;2;1;2;58.546797537;2;71;9;1;;2;4;3;1;1;1
672375;237;1;1;1;53.138678036;2;72;1;2;2;2;4;4;6;;
672376;237;1;1;1;36.548732936;1;56;1;2;2;2;4;3;1;2;1
672376;237;2;1;2;36.548732936;2;49;2;2;2;2;4;3;1;6;1
672376;237;3;1;3;36.548732936;2;29;3;2;2;2;4;3;1;6;1
672377;237;1;1;1;34.311272341;2;50;1;2;2;2;4;2;1;6;3
672377;237;2;1;2;34.311272341;2;21;3;2;2;2;4;3;3;;
672378;237;1;1;1;46.015528742;1;49;1;2;2;2;4;2;1;6;1
672378;237;2;1;2;46.015528742;2;46;2;2;2;2;4;2;1;6;1
672378;237;3;1;3;46.015528742;2;16;3;2;2;2;4;2;3;;
672378;237;4;1;4;46.015528742;1;10;3;;;;;;;;
672379;237;1;1;1;41.908870904;1;56;1;2;2;2;4;4;1;6;1
672379;237;2;1;2;41.908870904;2;59;2;2;2;2;4;4;1;6;1
672379;237;3;1;3;41.908870904;2;15;3;2;2;2;4;4;3;;
672380;237;1;1;1;42.606971057;1;48;1;2;2;2;4;4;1;6;1
672380;237;2;1;2;42.606971057;2;43;2;2;2;2;4;4;1;6;1
672380;237;3;1;3;42.606971057;2;15;3;2;2;2;4;4;3;;
672380;237;4;1;4;42.606971057;1;10;3;;;;;;;;
672381;237;1;1;1;39.522286944;2;50;1;2;2;2;4;4;1;6;1
672381;237;2;1;2;39.522286944;1;51;2;2;2;2;4;4;1;6;1
672382;237;1;1;1;45.035998105;2;88;1;1;;2;4;4;4;;
672382;237;2;1;2;45.035998105;1;60;3;1;;2;4;4;7;;
672383;237;1;1;1;39.522286944;1;43;1;2;2;2;4;2;1;6;1
672383;237;2;1;2;39.522286944;2;40;2;2;2;2;4;2;1;6;1
672384;237;1;1;1;44.282231696;2;70;1;1;;2;4;4;4;;
672385;237;1;1;1;59.888204811;1;65;1;1;;2;4;3;1;6;1
672386;237;1;1;1;38.803699909;1;33;1;2;2;2;4;2;1;6;1
672386;237;2;1;2;38.803699909;2;33;2;2;1;2;4;2;1;6;1
672387;237;1;1;1;38.803699909;1;51;1;2;2;2;4;3;1;6;3
672387;237;2;1;2;38.803699909;2;49;2;2;2;2;4;3;1;6;1
672388;237;1;1;1;42.874510263;1;72;1;2;2;2;4;2;6;;
672389;237;1;1;1;57.185453902;2;46;1;2;2;2;4;2;1;6;1
672389;237;2;1;2;57.185453902;2;21;3;2;2;2;4;4;3;;
672390;237;1;1;1;81.064796589;1;67;1;2;2;2;4;4;1;6;1
672390;237;2;1;2;81.064796589;2;59;2;2;2;2;4;4;1;6;1
672391;237;1;1;1;74.426803783;2;62;1;2;2;2;4;4;4;;
672391;237;2;1;2;74.426803783;1;60;2;2;2;2;4;4;1;6;1
672391;237;3;1;3;74.426803783;2;28;3;2;2;2;4;4;3;;
672391;237;4;1;4;74.426803783;1;34;3;2;2;2;4;4;1;6;1
672392;237;1;1;1;34.695518484;2;75;1;2;2;2;4;4;4;;
672392;237;2;1;2;34.695518484;1;51;3;2;2;2;4;4;1;6;1
672392;237;3;1;3;34.695518484;2;42;3;2;2;2;4;4;1;6;1
672392;237;4;1;4;34.695518484;1;36;3;2;2;2;4;4;2;;
672392;237;5;1;5;34.695518484;1;20;5;2;2;2;4;4;3;;
672393;237;1;1;1;29.823490838;2;50;1;2;2;2;4;4;1;1;1
672393;237;2;1;2;29.823490838;2;22;3;2;2;2;4;4;3;;
672393;237;3;1;3;29.823490838;2;66;6;1;;2;4;4;7;;
672394;237;1;1;1;41.901390385;1;67;1;1;;2;4;4;1;6;1
672394;237;2;1;2;41.901390385;2;71;2;1;;2;4;4;4;;
672394;237;3;1;3;41.901390385;1;48;3;2;2;2;4;4;1;6;1
672395;237;1;1;1;56.219070054;2;46;1;2;2;2;2;2;1;6;1
672395;237;2;1;2;56.219070054;1;26;3;2;2;2;2;2;1;5;1
672395;237;3;1;3;56.219070054;2;6;3;;;;;;;;
672395;237;4;1;4;56.219070054;2;2;3;;;;;;;;
672396;237;1;1;1;42.510942429;2;67;1;1;;2;4;4;4;;
672397;237;1;1;1;35.215899127;2;19;1;1;;2;1;1;3;;
672398;237;1;1;1;69.927454309;2;57;1;2;2;2;3;1;1;1;1
672398;237;2;1;2;69.927454309;2;14;3;;;;;;;;
672398;237;3;1;3;69.927454309;2;14;3;;;;;;;;
672398;237;4;1;4;69.927454309;2;7;3;;;;;;;;
672399;237;1;1;1;53.20165847;2;49;1;2;2;2;4;4;5;;
672400;237;1;1;1;68.402132318;2;42;1;2;2;2;2;2;1;6;1
672401;237;1;1;1;33.271981791;2;60;1;2;2;2;4;3;1;5;1
672401;237;2;1;2;33.271981791;1;50;7;2;2;2;4;3;1;5;1
672401;237;3;1;3;33.271981791;2;52;7;2;2;2;4;3;1;6;1
672401;237;4;1;4;33.271981791;2;19;8;2;2;2;4;3;3;;
672402;237;1;1;1;35.293496508;2;50;1;1;;2;4;4;4;;
672402;237;2;1;2;35.293496508;2;31;3;1;;2;4;4;1;6;1
672403;237;1;1;1;85.171242138;2;32;1;2;2;2;4;1;1;6;1
672403;237;2;1;2;85.171242138;1;5;3;;;;;;;;
672404;237;1;1;1;49.660907123;1;68;1;2;2;2;4;4;6;;
672404;237;2;1;2;49.660907123;2;70;2;2;2;2;4;4;6;;
672404;237;3;1;3;49.660907123;1;43;3;2;2;2;4;4;1;6;1
672405;237;1;1;1;42.157106074;1;30;1;2;1;2;4;1;1;6;1
672405;237;2;1;2;42.157106074;2;30;2;2;2;2;4;1;1;6;1
672407;237;1;1;1;82.657328085;1;81;1;1;;2;4;4;1;1;1
672407;237;2;1;2;82.657328085;2;78;2;2;2;2;4;4;4;;
672407;237;3;1;3;82.657328085;1;44;3;2;2;2;4;4;1;6;1
672407;237;4;1;4;82.657328085;1;30;3;2;2;2;4;4;3;;
672407;237;5;1;5;82.657328085;2;30;3;2;2;2;4;4;1;6;1
672407;237;6;1;6;82.657328085;1;8;5;;;;;;;;
672408;237;1;1;1;43.957254612;2;44;1;2;2;2;4;2;1;2;1
672408;237;2;1;2;43.957254612;2;23;3;2;2;2;4;2;4;;
672408;237;3;1;3;43.957254612;1;21;3;2;2;2;4;2;1;8;1
672409;237;1;1;1;48.856889621;2;72;1;2;2;2;4;4;6;;
672409;237;2;1;2;48.856889621;1;32;3;2;2;2;4;4;1;6;3
672410;237;2;1;2;88.275436425;2;34;2;2;2;9;4;2;1;6;1
672410;237;3;1;3;88.275436425;2;10;3;;;;;;;;
672410;237;1;1;1;88.275436425;1;40;1;2;2;9;4;2;6;;
672411;237;1;1;1;63.707303122;1;36;1;2;2;2;4;4;1;6;1
672411;237;2;1;2;63.707303122;2;41;2;2;2;2;4;4;1;6;1
672411;237;3;1;3;63.707303122;2;14;3;;;;;;;;
672411;237;4;1;4;63.707303122;1;11;3;;;;;;;;
672411;237;5;1;5;63.707303122;2;72;6;1;;2;4;4;6;;
672413;237;1;1;1;47.161961289;1;55;1;1;;2;4;4;1;3;1
672414;237;1;1;1;47.824810232;2;56;1;2;2;2;4;4;4;;
672416;237;1;1;1;51.095736184;1;66;1;2;2;2;4;4;1;1;1
672416;237;2;1;2;51.095736184;1;62;7;2;2;2;4;4;1;1;1
672416;237;3;1;3;51.095736184;2;58;7;2;2;2;4;4;4;;
672416;237;4;1;4;51.095736184;1;28;8;2;2;2;4;4;1;1;1
672417;237;1;1;1;48.202223998;1;72;1;2;2;2;4;4;1;6;1
672417;237;2;1;2;48.202223998;1;32;3;2;2;2;4;4;1;6;1
672418;237;2;1;2;52.745535792;2;32;2;2;2;2;4;1;1;6;1
672418;237;3;1;3;52.745535792;1;0;3;;;;;;;;
672418;237;1;1;1;52.745535792;1;33;1;2;2;2;4;1;1;6;1
672419;237;1;1;1;66.879704063;2;44;1;2;2;2;4;4;1;6;1
672419;237;2;1;2;66.879704063;1;16;3;2;2;2;4;4;3;;
672419;237;3;1;3;66.879704063;2;12;3;;;;;;;;
672419;237;4;1;4;66.879704063;2;9;3;;;;;;;;
672419;237;5;1;5;66.879704063;2;3;3;;;;;;;;
672420;237;1;1;1;50.256555986;2;57;1;2;2;2;4;4;1;6;1
672420;237;2;1;2;50.256555986;1;39;3;2;2;2;4;4;5;;
