DIRECTORIO;NRO_ENCUESTA;SECUENCIA_ENCUESTA;SECUENCIA_P;ORDEN;FEX_C;P3105;P1361S20;P1361S14;P1361S21;P1361S3;P1361S4;P1361S5;P1361S22;P1361S23;P1361S7;P1361S11;P1361S24;P1361S12;P1361S13;P3106;P3502;P3107;P1358S16;P1358S13;P1358S17;P1358S3;P1358S4;P1358S5;P1358S18;P1358S19;P1358S7;P1358S12;P1358S20;P1358S10;P3108;P564;P3109S1;P3109S2;P3109S3;P3109S4;P3109S5;P3109S6;P3109S7;P3109S16;P3109S17;P3109S9;P3109S10;P3109S11;P3109S12;P3109S13;P3109S18;P3109S14;P3109S15;P3111S1;P3111S2;P3111S3;P3111S4;P3111S5;P3111S6;P3111S7;P3111S8;P3111S9;P3112S1;P3112S2;P3112S3;P3112S4;P3112S5;P3112S6;P3112S7;P3112S8;P3112S9;P3112S10;P3112S11;P3112S16;P3112S14;P3112S15;P1353S1;P1353S2;P1353S3;P1353S4;P1353S5;P1353S6;P3302S1;P3302S9;P3302S4;P3302S5;P3302S7;P3302S8;P3503S1;P3503S2;P3503S3;P3503S4;P3503S5;P3503S6
673386;237;2;1;2;46.189055382;2;;;;;;;;;;;;;;2;2;2;;;;;;;;;;;;;3;2;;;;;;;;;;;;;;;;;;2;2;2;5;2;2;;5;5;;;;;;;;;;;;;;2;2;2;1;2;2;2;2;2;2;2;2;2;4;4;3;3;4;4
673386;237;3;1;3;46.189055382;2;;;;;;;;;;;;;;2;2;2;;;;;;;;;;;;;3;2;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;;5;5;;;;;;;;;;;;;;2;2;2;1;2;2;2;1;1;2;2;2;2;4;4;1;1;4;3
673386;237;4;1;4;46.189055382;2;;;;;;;;;;;;;;2;2;2;;;;;;;;;;;;;3;2;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;;2;2;;;;;;;;;;;;;;2;2;2;1;2;2;2;1;1;2;2;2;2;5;5;1;1;4;4
673387;237;1;1;1;55.44523146;3;1;1;1;1;1;1;1;1;1;2;1;;;5;3;3;1;1;1;1;1;1;1;1;1;1;1;1;3;2;;;;;;;;;;;;;;;;;;2;5;2;5;2;2;;5;5;;;;;;;;;;;;;;2;2;2;1;2;2;2;1;1;2;2;2;2;5;5;4;4;4;4
673388;237;1;1;1;55.44523146;2;;;;;;;;;;;;;;3;2;2;;;;;;;;;;;;;2;2;;;;;;;;;;;;;;;;;;2;2;2;5;5;2;;5;5;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;2;5;5;5;5;5;5
673389;237;1;1;1;44.778571129;2;;;;;;;;;;;;;;2;2;2;;;;;;;;;;;;;2;2;;;;;;;;;;;;;;;;;;2;2;5;5;5;2;;5;5;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;2;5;5;5;5;5;5
673389;237;2;1;2;44.778571129;2;;;;;;;;;;;;;;2;2;2;;;;;;;;;;;;;2;2;;;;;;;;;;;;;;;;;;2;5;2;5;5;2;;2;5;;;;;;;;;;;;;;2;2;2;1;2;2;2;2;2;2;2;2;2;5;5;5;5;5;5
673389;237;3;1;3;44.778571129;2;;;;;;;;;;;;;;2;2;2;;;;;;;;;;;;;2;2;;;;;;;;;;;;;;;;;;2;2;2;5;5;2;;2;5;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;2;5;5;5;5;5;5
673390;237;1;1;1;43.945971712;2;;;;;;;;;;;;;;2;2;2;;;;;;;;;;;;;2;2;;;;;;;;;;;;;;;;;;2;5;2;3;5;2;;5;5;;;;;;;;;;;;;;2;1;2;1;2;1;2;2;2;2;2;2;2;5;5;1;1;3;4
673390;237;2;1;2;43.945971712;2;;;;;;;;;;;;;;2;2;3;2;2;1;2;2;2;2;1;2;2;1;1;1;1;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;;3;5;;;;;;;;;;;;;;2;1;1;1;2;2;1;1;2;2;2;2;2;5;5;3;1;4;4
673391;237;2;1;2;57.153715888;2;;;;;;;;;;;;;;5;2;2;;;;;;;;;;;;;2;2;;;;;;;;;;;;;;;;;;2;5;5;5;5;2;;5;5;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;2;5;5;5;5;5;5
673391;237;1;1;1;57.153715888;2;;;;;;;;;;;;;;2;2;2;;;;;;;;;;;;;2;2;;;;;;;;;;;;;;;;;;2;5;5;5;5;2;;5;5;;;;;;;;;;;;;;2;2;2;1;2;2;2;2;2;2;2;2;2;5;5;5;5;5;5
673392;237;1;1;1;77.993992818;2;;;;;;;;;;;;;;2;2;2;;;;;;;;;;;;;3;2;;;;;;;;;;;;;;;;;;2;5;5;5;2;2;;5;5;;;;;;;;;;;;;;2;2;2;1;2;2;2;2;2;2;2;2;2;5;5;4;4;5;5
673392;237;2;1;2;77.993992818;2;;;;;;;;;;;;;;2;2;2;;;;;;;;;;;;;3;2;;;;;;;;;;;;;;;;;;2;5;5;2;5;2;;5;5;;;;;;;;;;;;;;2;2;2;2;2;2;2;1;2;2;2;2;2;5;5;3;1;4;4
673393;237;1;1;1;69.06762372;2;;;;;;;;;;;;;;2;2;2;;;;;;;;;;;;;3;2;;;;;;;;;;;;;;;;;;2;5;5;5;2;2;;5;5;;;;;;;;;;;;;;2;2;2;1;2;2;2;2;2;2;2;2;2;3;5;1;1;5;5
673393;237;2;1;2;69.06762372;2;;;;;;;;;;;;;;2;2;2;;;;;;;;;;;;;3;2;;;;;;;;;;;;;;;;;;2;5;2;2;2;2;;5;5;;;;;;;;;;;;;;2;2;2;1;2;2;2;1;2;2;2;2;2;5;4;3;3;4;4
673393;237;3;1;3;69.06762372;2;;;;;;;;;;;;;;5;5;2;;;;;;;;;;;;;3;2;;;;;;;;;;;;;;;;;;2;5;5;5;5;2;;5;5;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;1;2;2
673393;237;4;1;4;69.06762372;2;;;;;;;;;;;;;;2;2;2;;;;;;;;;;;;;3;2;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;;5;2;;;;;;;;;;;;;;2;1;1;1;1;1;1;9;9;9;9;9;9;5;5;2;4;5;5
673394;237;2;1;2;57.928664288;2;;;;;;;;;;;;;;2;2;2;;;;;;;;;;;;;3;2;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;;5;5;;;;;;;;;;;;;;2;2;2;1;2;2;2;2;2;2;2;2;2;5;4;4;4;4;4
673394;237;3;1;3;57.928664288;2;;;;;;;;;;;;;;2;2;2;;;;;;;;;;;;;3;2;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;;2;2;;;;;;;;;;;;;;2;1;1;1;1;1;2;1;2;2;2;2;2;5;4;4;4;4;4
673394;237;4;1;4;57.928664288;2;;;;;;;;;;;;;;5;2;2;;;;;;;;;;;;;3;2;;;;;;;;;;;;;;;;;;2;2;2;5;5;2;;5;5;;;;;;;;;;;;;;2;1;1;1;1;1;2;2;2;2;2;2;2;4;4;3;4;4;4
673394;237;1;1;1;57.928664288;2;;;;;;;;;;;;;;2;2;2;;;;;;;;;;;;;3;2;;;;;;;;;;;;;;;;;;2;5;2;5;2;2;;2;5;;;;;;;;;;;;;;2;2;2;2;2;2;2;1;2;2;2;2;2;5;4;4;4;4;4
673395;237;1;1;1;69.162848317;2;;;;;;;;;;;;;;2;2;2;;;;;;;;;;;;;3;2;;;;;;;;;;;;;;;;;;2;5;5;5;5;2;;5;5;;;;;;;;;;;;;;2;1;1;1;1;1;2;2;2;2;2;2;2;5;4;1;1;4;4
673395;237;2;1;2;69.162848317;2;;;;;;;;;;;;;;2;2;2;;;;;;;;;;;;;3;2;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;;2;5;;;;;;;;;;;;;;2;1;1;1;2;1;2;2;2;2;2;2;2;5;4;4;4;4;4
673395;237;3;1;3;69.162848317;2;;;;;;;;;;;;;;2;2;2;;;;;;;;;;;;;3;2;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;;2;5;;;;;;;;;;;;;;2;1;2;1;2;2;2;1;1;2;2;2;2;5;4;1;1;4;4
673395;237;5;1;5;69.162848317;2;;;;;;;;;;;;;;2;2;2;;;;;;;;;;;;;3;2;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;;2;5;;;;;;;;;;;;;;2;1;1;1;1;1;1;2;2;2;2;2;2;4;2;1;1;3;4
673396;237;4;1;4;37.32340957;2;;;;;;;;;;;;;;2;2;2;;;;;;;;;;;;;3;2;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;;2;2;;;;;;;;;;;;;;2;1;2;1;2;2;1;2;2;2;2;2;2;5;5;4;4;5;4
673396;237;1;1;1;37.32340957;2;;;;;;;;;;;;;;2;2;2;;;;;;;;;;;;;3;2;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;;2;5;;;;;;;;;;;;;;2;1;1;1;2;2;1;2;2;2;2;2;2;5;5;5;5;5;5
673396;237;2;1;2;37.32340957;2;;;;;;;;;;;;;;2;2;2;;;;;;;;;;;;;3;2;;;;;;;;;;;;;;;;;;2;2;2;2;5;2;;5;2;;;;;;;;;;;;;;2;1;1;1;2;2;1;2;2;2;2;2;2;5;5;5;5;3;2
673396;237;3;1;3;37.32340957;2;;;;;;;;;;;;;;2;2;2;;;;;;;;;;;;;3;2;;;;;;;;;;;;;;;;;;2;2;2;2;5;2;;5;2;;;;;;;;;;;;;;2;1;2;1;2;2;1;2;2;2;2;2;2;5;5;4;2;1;4
673397;237;1;1;1;41.431888281;2;;;;;;;;;;;;;;2;2;2;;;;;;;;;;;;;3;2;;;;;;;;;;;;;;;;;;2;2;3;3;5;2;;3;5;;1;;1;1;;;;;;;1;;;1;2;1;2;2;1;2;2;2;2;2;2;5;5;5;5;5;5
673397;237;2;1;2;41.431888281;2;;;;;;;;;;;;;;2;2;2;;;;;;;;;;;;;3;2;;;;;;;;;;;;;;;;;;2;2;3;3;5;3;;5;3;;;;;;;;;;;;;;2;2;2;1;2;2;2;2;2;2;2;2;2;5;5;3;3;5;5
673397;237;3;1;3;41.431888281;2;;;;;;;;;;;;;;3;2;2;;;;;;;;;;;;;2;1;;1;;;;;;;;;;;;;;;;2;2;2;3;5;3;;5;3;;;;;;;;;;;;1;;;1;2;1;2;1;1;2;2;2;2;2;2;5;4;2;2;5;5
673398;237;1;1;1;34.233293757;2;;;;;;;;;;;;;;2;2;2;;;;;;;;;;;;;3;2;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;;2;2;;;;;;;;;;;;;;2;1;2;1;2;2;2;1;1;2;2;2;2;5;5;4;1;4;4
673398;237;2;1;2;34.233293757;2;;;;;;;;;;;;;;2;2;2;;;;;;;;;;;;;3;2;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;;2;2;;;;;;;;;;;;;;2;1;2;1;2;2;2;1;1;2;2;2;2;5;5;3;3;4;4
673398;237;3;1;3;34.233293757;2;;;;;;;;;;;;;;2;2;2;;;;;;;;;;;;;3;2;;;;;;;;;;;;;;;;;;2;5;5;2;2;2;;2;2;;;;;;;;;;;;;;2;1;2;1;2;2;2;1;1;2;2;2;2;5;5;5;1;4;5
673399;237;1;1;1;43.50003823;3;2;1;1;1;1;2;2;2;2;2;2;;;3;2;2;;;;;;;;;;;;;2;1;;1;;1;;;;;;;;;;;;;;3;5;5;5;5;3;;5;5;;1;;1;;;;;;;;1;;;2;2;1;2;2;2;2;2;2;2;2;2;5;5;5;5;5;5
673399;237;2;1;2;43.50003823;2;;;;;;;;;;;;;;5;5;2;;;;;;;;;;;;;1;2;;;;;;;;;;;;;;;;;;2;5;5;3;5;2;;5;5;;1;;1;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;5;5;9;9;5;5
673400;237;1;1;1;27.229789727;2;;;;;;;;;;;;;;2;2;2;;;;;;;;;;;;;2;2;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;;2;5;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;2;5;4;4;5;5;4
673400;237;2;1;2;27.229789727;3;2;2;2;2;2;2;2;1;2;2;2;;;5;2;3;2;2;2;1;1;1;2;2;2;2;2;2;2;2;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;;2;5;;1;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;4;3;2;9;2;4
673401;237;2;1;2;30.902040374;2;;;;;;;;;;;;;;2;2;2;;;;;;;;;;;;;3;2;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;;2;2;;;;;;;;;;;;;;2;1;1;1;2;1;1;2;2;2;2;2;2;5;4;4;4;4;4
673401;237;1;1;1;30.902040374;2;;;;;;;;;;;;;;2;2;2;;;;;;;;;;;;;3;2;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;;2;5;;;;;;;;;;;;;;2;1;2;1;2;2;1;2;2;2;2;2;2;5;5;3;3;5;5
673402;237;1;1;1;39.172835548;2;;;;;;;;;;;;;;2;2;2;;;;;;;;;;;;;3;2;;;;;;;;;;;;;;;;;;2;2;2;5;2;2;;5;5;;;;;;;;;;;;;;2;1;2;1;2;2;1;2;2;2;2;2;2;5;5;5;5;5;5
673403;237;1;1;1;58.759253323;2;;;;;;;;;;;;;;4;3;3;2;2;2;2;2;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;;;;;;;2;5;2;5;5;2;;5;5;;;;;;;;;;;;;;2;2;2;1;2;2;2;2;2;2;2;2;2;5;5;5;5;5;5
673404;237;1;1;1;60.993286634;2;;;;;;;;;;;;;;2;2;2;;;;;;;;;;;;;3;2;;;;;;;;;;;;;;;;;;2;2;2;5;2;2;;5;5;;;;;;;;;;;;;;2;1;2;1;2;1;2;1;2;2;2;2;2;5;4;5;4;4;4
673404;237;2;1;2;60.993286634;2;;;;;;;;;;;;;;2;2;2;;;;;;;;;;;;;3;2;;;;;;;;;;;;;;;;;;2;2;2;5;2;2;;5;2;;;;;;;;;;;;;;2;1;2;1;2;2;2;2;2;2;2;2;2;5;5;5;4;5;4
673405;237;1;1;1;39.172835548;2;;;;;;;;;;;;;;5;5;2;;;;;;;;;;;;;2;2;;;;;;;;;;;;;;;;;;2;2;2;5;5;2;;5;5;;;;;;;;;;;;;;2;2;2;1;2;2;2;2;2;2;2;2;2;5;5;5;5;5;5
673406;237;1;1;1;58.491445479;2;;;;;;;;;;;;;;2;2;2;;;;;;;;;;;;;3;2;;;;;;;;;;;;;;;;;;2;2;2;5;2;2;;5;5;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;2;5;4;4;5;4;5
673407;237;1;1;1;52.514638239;2;;;;;;;;;;;;;;2;2;2;;;;;;;;;;;;;3;2;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;;2;2;;;;;;;;;;;;;;2;1;1;1;2;2;1;2;2;2;2;2;2;5;4;5;5;5;5
673407;237;2;1;2;52.514638239;2;;;;;;;;;;;;;;2;2;2;;;;;;;;;;;;;3;2;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;;5;5;;;;;;;;;;;;;;2;1;2;1;2;2;2;2;2;2;2;2;2;5;4;5;9;5;5
673407;237;3;1;3;52.514638239;2;;;;;;;;;;;;;;2;2;2;;;;;;;;;;;;;3;2;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;;2;2;;;;;;;;;;;;;;2;1;1;1;2;1;1;2;2;2;2;2;2;5;5;4;3;5;5
673407;237;4;1;4;52.514638239;2;;;;;;;;;;;;;;2;2;2;;;;;;;;;;;;;3;2;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;;5;5;;;;;;;;;;;;;;2;1;2;1;2;2;2;2;2;2;2;2;2;5;5;5;5;5;5
673408;237;1;1;1;53.404598993;2;;;;;;;;;;;;;;2;2;2;;;;;;;;;;;;;3;2;;;;;;;;;;;;;;;;;;2;2;2;5;2;2;;5;5;;;;;;;;;;;;;;2;1;2;1;2;2;1;2;2;2;2;2;2;5;5;4;5;5;5
673408;237;2;1;2;53.404598993;2;;;;;;;;;;;;;;2;2;2;;;;;;;;;;;;;3;2;;;;;;;;;;;;;;;;;;2;2;2;5;2;2;;5;5;;;;;;;;;;;;;;2;1;2;1;2;2;1;2;2;2;2;2;2;5;5;5;5;5;5
673409;237;1;1;1;48.966044436;2;;;;;;;;;;;;;;2;2;2;;;;;;;;;;;;;1;2;;;;;;;;;;;;;;;;;;2;2;2;5;5;2;;5;5;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;2;4;4;3;9;5;5
673410;237;1;1;1;50.786279239;2;;;;;;;;;;;;;;2;2;2;;;;;;;;;;;;;1;2;;;;;;;;;;;;;;;;;;1;2;2;1;2;1;;2;5;;;;;;;;;;;;;;2;1;2;1;2;2;1;2;2;2;2;2;2;5;5;5;4;5;5
673410;237;2;1;2;50.786279239;2;;;;;;;;;;;;;;2;2;2;;;;;;;;;;;;;1;2;;;;;;;;;;;;;;;;;;2;2;2;2;5;2;;2;5;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;2;5;5;3;3;4;5
673410;237;3;1;3;50.786279239;2;;;;;;;;;;;;;;3;2;2;;;;;;;;;;;;;1;1;;1;;;;;;;;;;;;;;;;1;2;2;2;2;2;;2;3;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;2;5;4;3;3;4;5
673411;237;1;1;1;45.839726416;2;;;;;;;;;;;;;;2;2;2;;;;;;;;;;;;;3;2;;;;;;;;;;;;;;;;;;2;2;5;5;3;3;;5;5;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;2;5;5;5;5;5;5
673411;237;2;1;2;45.839726416;2;;;;;;;;;;;;;;2;2;2;;;;;;;;;;;;;3;2;;;;;;;;;;;;;;;;;;2;2;5;5;2;2;;5;2;;;;;;;;;;;;;;2;1;1;1;2;1;1;2;2;2;2;2;2;5;5;4;4;5;5
673412;237;1;1;1;58.612333639;3;2;2;1;1;1;1;2;1;2;2;2;;;5;3;3;2;1;1;1;1;2;2;2;2;2;1;1;2;2;;;;;;;;;;;;;;;;;;2;3;3;3;5;3;;5;5;;1;;;1;;;;;;;1;;;1;2;1;2;2;1;2;2;2;2;2;2;5;5;3;3;3;5
673412;237;2;1;2;58.612333639;3;2;1;1;1;1;1;2;2;2;2;2;;;5;3;3;2;1;1;1;1;1;2;2;2;2;1;1;3;2;;;;;;;;;;;;;;;;;;2;3;2;5;5;4;;5;5;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;2;5;5;3;3;5;5
673412;237;3;1;3;58.612333639;2;;;;;;;;;;;;;;3;2;3;2;2;1;1;1;1;2;2;2;2;2;2;3;2;;;;;;;;;;;;;;;;;;2;3;5;2;5;2;;5;5;;;;;;;;;;;;;;2;1;2;1;2;1;1;2;2;2;2;2;2;5;5;2;3;5;5
673413;237;1;1;1;38.734765565;4;2;2;1;1;1;1;1;1;1;2;1;;;4;3;3;1;2;1;1;1;1;1;1;1;1;1;1;3;1;;1;;;;;;;;;;;;;;;;3;2;3;3;5;2;;3;5;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;2;4;3;3;3;3;4
673413;237;2;1;2;38.734765565;2;;;;;;;;;;;;;;3;2;3;1;1;1;1;1;1;1;1;1;1;1;1;2;1;1;1;;;;;;;;;;;;;;;;1;3;3;3;2;3;;3;3;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;2;4;4;3;3;4;4
673413;237;3;1;3;38.734765565;3;2;2;1;1;1;1;1;1;1;2;1;;;4;3;3;2;1;1;1;1;1;1;1;1;1;1;1;2;1;1;1;;;;;;;;;;;;;;;;2;3;3;3;3;3;;3;3;;;;;;;;;;;;;;2;1;2;1;2;1;1;2;2;2;2;2;2;4;4;3;2;4;5
673414;237;1;1;1;44.684677124;2;;;;;;;;;;;;;;5;2;2;;;;;;;;;;;;;1;2;;;;;;;;;;;;;;;;;;2;2;2;5;3;4;;5;5;;;;;;;;;;;;;;2;2;2;2;2;2;2;1;1;2;2;2;2;5;5;3;3;5;3
673414;237;2;1;2;44.684677124;2;;;;;;;;;;;;;;5;2;3;2;2;1;2;1;2;2;1;1;2;1;1;3;2;;;;;;;;;;;;;;;;;;2;2;2;5;3;3;;5;5;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;2;5;5;3;3;5;5
673415;237;1;1;1;59.089041583;3;2;2;1;2;1;1;1;1;1;2;1;;;3;3;3;2;2;1;1;1;1;1;1;1;1;1;1;2;1;;1;;;;;;;;;;;;;;;;2;5;5;3;5;3;;3;5;;;;;;;;;;;;;;2;1;2;1;2;2;1;2;2;2;2;2;2;3;3;1;2;3;4
673415;237;2;1;2;59.089041583;2;;;;;;;;;;;;;;3;2;3;2;2;1;1;1;2;1;1;1;1;1;1;2;1;1;;;;;;;;;;;;;;;;;2;2;3;3;2;3;;3;3;;;;;;;;;;;;;;2;1;2;1;2;2;1;2;2;2;2;2;2;4;4;3;2;4;4
673416;237;1;1;1;58.75365548;2;;;;;;;;;;;;;;2;2;2;;;;;;;;;;;;;3;2;;;;;;;;;;;;;;;;;;2;5;2;5;5;2;;5;5;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;2;5;5;3;2;5;5
673416;237;2;1;2;58.75365548;2;;;;;;;;;;;;;;5;2;3;2;2;1;1;1;2;2;2;1;1;1;1;3;2;;;;;;;;;;;;;;;;;;2;5;5;5;5;2;;5;5;;;;;;;;;;;;;;2;1;2;1;2;1;1;2;2;2;2;2;2;5;5;5;5;5;5
673417;237;5;1;5;39.416097644;2;;;;;;;;;;;;;;3;2;3;2;2;1;1;1;1;1;1;1;1;1;1;3;1;;1;;;;;;;;;;;;;;;;1;2;2;3;2;3;;3;3;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;2;4;4;3;3;4;4
673417;237;6;1;6;39.416097644;2;;;;;;;;;;;;;;2;2;2;;;;;;;;;;;;;1;2;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;;3;3;;;;;;;;;;;;;;2;1;2;2;2;2;1;2;2;2;2;2;2;4;4;3;3;4;4
673417;237;1;1;1;39.416097644;3;2;2;1;2;1;1;1;1;1;2;1;;;3;2;3;2;2;1;2;2;1;1;1;1;1;1;1;1;2;;;;;;;;;;;;;;;;;;2;2;2;2;5;2;;2;5;;;;;;;;;;;;;;2;1;2;1;2;1;1;2;2;2;2;2;2;5;5;1;2;5;5
673417;237;2;1;2;39.416097644;2;;;;;;;;;;;;;;3;2;3;2;2;1;1;1;1;1;1;1;1;1;1;3;2;;;;;;;;;;;;;;;;;;1;3;3;3;5;3;;3;5;;;;;;;;;;;;;;2;1;2;1;2;2;1;2;2;2;2;2;2;4;3;2;2;4;4
673417;237;3;1;3;39.416097644;2;;;;;;;;;;;;;;3;2;3;2;2;1;1;1;1;1;1;1;1;1;1;3;1;;1;;;;;;;;;;;;;;;;1;2;2;3;5;3;;3;5;;;;;;;;;;;;;;2;1;2;1;2;2;1;2;2;2;2;2;2;4;2;2;2;4;4
673417;237;4;1;4;39.416097644;2;;;;;;;;;;;;;;3;2;3;2;2;1;1;1;1;1;1;1;1;1;1;3;1;;1;;;;;;;;;;;;;;;;1;2;2;3;2;2;;3;3;;;;;;;;;;;;;;2;1;2;1;2;1;1;2;2;2;2;2;2;5;5;2;2;5;5
673418;237;3;1;3;39.820255185;2;;;;;;;;;;;;;;3;2;3;2;2;1;1;1;2;1;1;1;1;1;1;3;2;;;;;;;;;;;;;;;;;;2;2;2;5;2;2;;5;5;;;;;;;;;;;;;;2;1;2;1;2;1;1;2;2;2;2;2;2;5;4;3;3;4;4
673418;237;4;1;4;39.820255185;2;;;;;;;;;;;;;;2;2;2;;;;;;;;;;;;;3;2;;;;;;;;;;;;;;;;;;2;2;2;5;2;2;;5;2;;;;;;;;;;;;;;2;1;1;1;2;1;1;2;2;2;2;2;2;5;4;2;3;5;5
673418;237;6;1;6;39.820255185;3;2;2;2;2;1;1;2;2;1;2;1;;;5;2;3;2;2;1;1;1;2;2;2;1;2;1;1;2;2;;;;;;;;;;;;;;;;;;2;3;5;5;5;3;;5;5;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;2;5;5;3;2;5;5
673418;237;1;1;1;39.820255185;3;1;1;1;1;1;1;2;2;2;2;2;;;5;3;2;;;;;;;;;;;;;3;2;;;;;;;;;;;;;;;;;;2;3;2;3;3;4;;5;5;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;2;5;5;3;3;5;5
673418;237;2;1;2;39.820255185;2;;;;;;;;;;;;;;5;2;3;2;2;1;1;1;1;2;2;1;1;1;1;3;2;;;;;;;;;;;;;;;;;;2;5;5;5;5;2;;5;5;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;2;5;3;2;2;3;4
673419;237;1;1;1;53.576487478;2;;;;;;;;;;;;;;5;2;2;;;;;;;;;;;;;3;2;;;;;;;;;;;;;;;;;;2;2;2;2;3;3;;5;5;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;2;5;5;2;2;5;5
673419;237;2;1;2;53.576487478;2;;;;;;;;;;;;;;2;2;2;;;;;;;;;;;;;3;2;;;;;;;;;;;;;;;;;;2;2;2;5;5;2;;5;5;;;;;;;;;;;;;;2;1;1;1;2;1;1;2;2;2;2;2;2;5;4;2;3;4;3
673419;237;3;1;3;53.576487478;2;;;;;;;;;;;;;;5;5;2;;;;;;;;;;;;;3;2;;;;;;;;;;;;;;;;;;2;5;5;5;5;2;;5;5;;;;;;;;;;;;;;2;2;2;2;2;2;2;9;9;9;9;9;9;4;3;3;3;4;4
673420;237;1;1;1;48.780430142;2;;;;;;;;;;;;;;3;2;3;2;2;1;1;1;1;1;1;1;1;1;1;3;2;;;;;;;;;;;;;;;;;;2;2;2;2;2;3;;3;5;;;;;;;;;;;;;;2;1;2;1;2;2;1;2;2;2;2;2;2;4;4;2;2;5;5
673420;237;2;1;2;48.780430142;3;2;2;1;1;1;2;1;1;1;2;1;;;3;2;2;;;;;;;;;;;;;3;1;;1;;;;;;;;;;;;;;;;2;2;2;2;2;3;;3;3;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;2;5;5;3;3;4;4
673420;237;3;1;3;48.780430142;3;2;2;1;1;1;2;1;1;1;2;1;;;3;2;2;;;;;;;;;;;;;3;1;;1;;;;;;;;;;;;;;;;2;2;2;2;2;2;;3;5;;;;;;;;;;;;;;2;1;2;1;2;1;1;2;2;2;2;2;2;4;4;2;2;5;4
673425;237;1;1;1;3301.0527686;2;;;;;;;;;;;;;;2;2;2;;;;;;;;;;;;;3;2;;;;;;;;;;;;;;;;;;2;5;5;5;;;2;5;5;;;;;;;;;;;;;;2;2;2;1;2;2;2;2;2;2;2;2;2;3;3;2;2;3;3
673425;237;2;1;2;3301.0527686;2;;;;;;;;;;;;;;2;2;2;;;;;;;;;;;;;3;2;;;;;;;;;;;;;;;;;;2;5;5;5;;;2;5;5;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;2;3;4;2;1;4;4
673426;237;1;1;1;2846.1657423;2;;;;;;;;;;;;;;2;2;2;;;;;;;;;;;;;3;2;;;;;;;;;;;;;;;;;;1;5;5;5;;;2;5;5;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;2;4;4;2;2;4;4
673426;237;2;1;2;2846.1657423;2;;;;;;;;;;;;;;2;2;2;;;;;;;;;;;;;3;2;;;;;;;;;;;;;;;;;;2;5;5;5;;;2;5;5;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;2;4;5;2;1;4;4
